university,career,inscription_date,last_name,gender,birth_date,age,postal_code,location,email
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/30,danielle prince,f,2003/07/20,,,arauco,lisaaustin@hotmail.com
universidad nacional de jujuy,farmacia,2020/11/09,robert alexander,m,1954/05/31,,,alto de leiva,sruiz@gmail.com
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/10/23,sean mcmahon,m,2007/07/06,,,arroyo manganga,markgonzales@yahoo.com
universidad nacional de jujuy,bioquímica,2020/11/07,denise ball,f,1975/01/10,,,el araza,kmorris@gmail.com
universidad nacional de jujuy,farmacia,2020/10/25,dr. mary wood,f,2021/07/24,,,cura malal,vanessa91@hotmail.com
universidad nacional de jujuy,ciencias veterinarias,2021/01/28,sonya carr,f,1928/09/16,,,chichagasta,vmedina@hotmail.com
universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/11/27,angela scott,f,1943/05/10,,,abipones,sadams@yahoo.com
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/25,keith vance,m,1955/07/29,,,fortin lavalle,jshelton@hotmail.com
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/12/30,hannah adams,f,1909/08/25,,,cazon,rbailey@yahoo.com
universidad nacional de jujuy,técnico para bioterios ,2021/01/30,dwayne ford,m,1988/05/25,,,labarden,tinaholt@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/10/15,kenneth edwards,m,1963/06/07,,,comandante giribone,kristalambert@gmail.com
universidad nacional de jujuy,agronomía,2020/10/14,joseph foster,m,1949/07/29,,,isla grande,fli@gmail.com
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/15,roberto rogers,m,1936/11/18,,,kilmetro 165,zhernandez@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/27,lisa clark,f,1967/05/25,,,agua y energia,riverakelly@gmail.com
universidad nacional de jujuy,licenciatura en administración ,2020/10/09,katelyn rogers,f,1937/02/26,,,agua de diaz,owhite@yahoo.com
universidad nacional de jujuy,medicina,2020/12/16,angela gray,f,1992/04/19,,,cerro de la gloria canal 15,herringwayne@hotmail.com
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/09/14,robert brooks,m,1979/04/28,,,alberti,stephanie76@gmail.com
universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/10,jeffrey mcgee,m,1959/08/08,,,campo la lima,lawrencesamantha@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/14,jason george,m,1976/09/21,,,bernardo de irigoyen,schneiderheather@gmail.com
universidad nacional de jujuy,arquitectura,2020/12/04,howard williams,m,1981/03/02,,,villa saboya,odavis@hotmail.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/10/26,bradley jones,m,1951/06/08,,,nonogasta,mwagner@yahoo.com
universidad nacional de jujuy,licenciatura en artes,2020/12/03,tina zimmerman,f,1995/07/06,,,arbol solo,henrydixon@hotmail.com
universidad nacional de jujuy,medicina,2020/12/26,timothy kim,m,1945/02/25,,,colonia montefiore,castroadam@gmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/10/12,ian thomas,m,2021/09/03,,,candelaria sud,carrillocarol@gmail.com
universidad nacional de jujuy,contador público ,2021/01/18,daniel davis,m,1969/03/05,,,coronel charlone,davidholt@yahoo.com
universidad nacional de jujuy,licenciatura en psicología,2021/01/20,joseph rivera,m,1906/12/12,,,caleufu,kevinrose@hotmail.com
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/09,gina garza,f,2019/10/02,,,aguada escondida,garymiller@yahoo.com
universidad nacional de jujuy,agronomía,2020/09/27,donna crane,f,2008/11/26,,,asuncion,john12@yahoo.com
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/10/04,william hill,m,1977/10/25,,,el remanso,rodriguezisaac@yahoo.com
universidad nacional de jujuy,arquitectura,2020/10/17,brett wolfe,m,1935/02/02,,,florida,james00@gmail.com
universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/18,james brown,m,1980/12/10,,,arminda,cohendaniel@hotmail.com
universidad nacional de jujuy,licenciatura en administración ,2021/01/24,glenn rich,m,1999/12/06,,,claypole,curryangela@gmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/09/28,samantha dorsey,f,1950/09/14,,,meson de fierro,westamy@yahoo.com
universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/03,kyle hughes,m,1941/03/03,,,estacion de zootecnia b,xmcgee@gmail.com
universidad nacional de jujuy,contador público ,2020/10/20,jeffrey peterson,m,1915/09/19,,,colonia santa rosa,davidarnold@hotmail.com
universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/10/15,melinda kemp,f,1974/03/16,,,campo el bermejo,pblack@gmail.com
universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/31,allison long,f,1907/01/24,,,campo andino,brandi41@hotmail.com
universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/13,john ryan,m,1923/01/10,,,arroyo aleli,clarkjill@gmail.com
universidad nacional de jujuy,diseño industrial,2021/01/28,joshua taylor,m,1937/09/18,,,28 de noviembre,keith92@hotmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/25,john becker,m,1965/07/23,,,campo moises seccion 1a,david37@hotmail.com
universidad nacional de jujuy,licenciatura en artes,2020/10/12,mark perez,m,1985/12/17,,,abra rica,bryantanthony@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/12/15,norma bradford,f,1991/10/15,,,carlos pellegrini,randy73@gmail.com
universidad nacional de jujuy,actuario ,2020/12/23,stacy fritz,f,1972/07/16,,,banderalo,aguirrejeffrey@gmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/11/09,mary thompson,f,1925/08/23,,,albardon,ocolon@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/21,heather washington,f,1921/09/11,,,agua blanca,bakermichael@gmail.com
universidad nacional de jujuy,ingeniería electrónica,2021/01/27,michele herrera,f,1964/12/06,,,trujui,scottsanders@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021/01/10,louis tate,m,1921/03/30,,,17 de agosto,bbell@hotmail.com
universidad nacional de jujuy,contador público ,2020/09/19,matthew anderson,m,1932/09/26,,,colonia nac de alienados,lisaweiss@gmail.com
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/12/12,alexandra evans,f,1942/09/25,,,san jose de piedra blanca,joshua19@yahoo.com
universidad nacional de jujuy,licenciatura en sociología ,2020/09/14,jennifer harvey,f,1971/05/22,,,aguara grande,danielanderson@gmail.com
universidad nacional de jujuy,ciencias veterinarias,2020/11/15,diamond velasquez,f,2019/02/23,,,sey,graysusan@hotmail.com
universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/05,mark mccormick,m,2011/03/05,,,acevedo,parsonschristine@hotmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/12/15,james hawkins,m,2014/02/19,,,ricardone,jsmith@gmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/27,melissa sanchez,f,1968/05/26,,,la morocha,kayla29@hotmail.com
universidad nacional de jujuy,licenciatura en administración ,2021/01/10,timothy taylor,m,1926/02/12,,,alma grande,maddenjennifer@hotmail.com
universidad nacional de jujuy,diseño industrial,2020/10/02,christopher lee,m,1941/02/12,,,22 de diciembre,thompsonmichael@yahoo.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/10/11,allison hopkins,f,1945/11/21,,,acheral,alvarezstephanie@hotmail.com
universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/04,karen johnson,f,1914/04/11,,,angosto del perchel,clane@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/23,mr. david williams,m,1924/02/12,,,2 de mayo,pereztravis@yahoo.com
universidad nacional de jujuy,ingeniería en informática,2020/09/12,thomas higgins,m,1909/08/01,,,isla victoria,danny18@yahoo.com
universidad nacional de jujuy,licenciatura en administración ,2020/09/07,alexander reynolds,m,1908/08/31,,,arroyo pareja,adyer@gmail.com
universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/02/01,kevin thomas,m,2000/07/31,,,colonia clara,dylanlam@gmail.com
universidad nacional de jujuy,medicina,2020/11/14,scott anderson,m,1914/09/17,,,arroyo magdalena,everettdarin@hotmail.com
universidad nacional de jujuy,licenciatura en sociología ,2021/01/17,ernest cantrell,m,2006/04/11,,,13 de enero,elynch@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/20,barbara acosta,f,2015/09/13,,,barrancas coloradas,imorgan@gmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/20,ryan castro,m,1949/03/09,,,caimancito,christophervillanueva@gmail.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/12/06,timothy rodriguez,m,1976/07/28,,,alizal,santiagojessica@hotmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/12/14,scott hernandez,m,1964/06/21,,,capihuas,david90@yahoo.com
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/10/02,laura roy,f,1938/09/06,,,capitan castro,shannonking@gmail.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/12/03,bruce smith,m,1936/02/06,,,1 de mayo,arroyowilliam@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/27,rebecca hudson,f,1908/12/20,,,alejandro korn,alexandraalexander@hotmail.com
universidad nacional de jujuy,ingeniería mecánica,2020/10/08,cody curry,m,1975/12/25,,,general rojo,nmarshall@gmail.com
universidad nacional de jujuy,actuario ,2020/10/10,michael carter,m,1999/06/29,,,cañadon la madera,taralopez@yahoo.com
universidad nacional de jujuy,licenciatura en musicoterapia,2020/09/10,janet bruce,f,1922/09/26,,,alicura,evansregina@gmail.com
universidad nacional de jujuy,ingeniería mecánica,2020/10/25,amy newman,f,1943/12/07,,,alto del saladillo,warrengabrielle@gmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/11/28,danielle evans phd,f,1952/11/26,,,piamonte,ryanbennett@hotmail.com
universidad nacional de jujuy,arquitectura,2020/12/29,tabitha short,f,1919/09/11,,,cullin manzano,underwoodfranklin@gmail.com
universidad nacional de jujuy,ingeniería en informática,2020/11/08,kara roberts,f,1910/12/27,,,blas durañona,smithanna@gmail.com
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/22,molly martinez,f,1991/07/16,,,22 de diciembre,kyle72@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/29,tonya jackson,f,1963/04/16,,,agua de los manantiales,qrangel@hotmail.com
universidad nacional de jujuy,ciencias veterinarias,2021/01/24,sara wright,f,1937/06/12,,,la chinaca,amarsh@hotmail.com
universidad nacional de jujuy,diseño de imagen y sonido,2020/12/26,gloria knapp,f,1992/05/23,,,cerrillos al sud,justinmorris@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/01,chelsea vasquez,f,1968/03/14,,,colonia hernandarias,joseph46@gmail.com
universidad nacional de jujuy,licenciatura en artes,2020/09/03,dr. kimberly wilson,f,1974/04/06,,,an aike,nwebster@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/25,jacob johnson,m,1946/01/08,,,anahi,dominiccervantes@yahoo.com
universidad nacional de jujuy,licenciatura en administración ,2020/12/24,alan clark,m,1970/10/08,,,cabo san fermin,qnunez@gmail.com
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/10/18,julie holden,f,2018/03/15,,,boca p 25,danielortiz@gmail.com
universidad nacional de jujuy,arquitectura,2021/01/29,john chen,m,1969/02/18,,,san francisco solano,cindyibarra@hotmail.com
universidad nacional de jujuy,arquitectura,2020/09/28,frank palmer,m,2012/11/04,,,agua colorada,hhoffman@hotmail.com
universidad nacional de jujuy,licenciatura en ciencia política ,2020/10/27,robert swanson,m,2011/09/30,,,alcaraz sud,lmorales@gmail.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/09/02,andrew bishop,m,1937/01/02,,,aldea san andres,jacquelinebailey@yahoo.com
universidad nacional de jujuy,ingeniería en informática,2021/01/24,dr. amber craig,f,1919/11/17,,,colonia bombal y tabanera,chelsea52@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/10/07,jason ramos,m,2010/07/24,,,estrada,sandrawiggins@hotmail.com
universidad nacional de jujuy,contador público ,2020/12/22,sharon baker,f,1928/09/14,,,adan quiroga,qcaldwell@yahoo.com
universidad nacional de jujuy,medicina,2020/12/31,harold dunlap,m,1910/04/06,,,aguapey,grant34@yahoo.com
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/01,michael hansen,m,1960/07/23,,,alegre,vperkins@hotmail.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/09/11,emily simpson,f,1937/11/01,,,cameron,rebecca03@yahoo.com
universidad nacional de jujuy,licenciatura en psicología,2020/09/22,jessica daniel,f,1931/08/10,,,bordenave,hward@gmail.com
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/10/05,debra mason,f,1952/06/16,,,ingeniero balbin,ericdodson@yahoo.com
universidad nacional de jujuy,contador público ,2020/10/30,kimberly patrick md,f,1951/07/18,,,colonia escribano,dbray@gmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/13,traci lopez,f,1919/06/20,,,bajo de los sueldos,copelandtimothy@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/09/16,edward baldwin,m,1996/11/09,,,baigorrita,jamie06@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/09/14,alexander nelson,m,1944/09/28,,,campo moreno,russostephanie@hotmail.com
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/23,katrina long,f,1954/09/21,,,bella vista,carrie74@gmail.com
universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/02,ryan olsen,m,1979/12/17,,,costa bonita balneario,pbyrd@yahoo.com
universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/09/06,maureen forbes,f,1987/06/09,,,barker,pharris@gmail.com
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/30,mary wilson,f,1943/09/06,,,tristan suarez,stevensanchez@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/19,nicole cooper,f,1986/01/14,,,carmen de areco,ystephens@gmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/10/27,kelly gates,f,1914/01/24,,,concepcion del bermejo,jyoung@gmail.com
universidad nacional de jujuy,bioquímica,2020/12/04,maria ray,f,1957/02/24,,,adrogue,angelasandoval@hotmail.com
universidad nacional de jujuy,licenciatura en ciencia política ,2020/09/16,derek chen,m,1999/08/27,,,agua blanca,jennydowns@gmail.com
universidad nacional de jujuy,actuario ,2020/10/30,jon harrington,m,1963/08/26,,,campo coliqueo,nguyenlinda@hotmail.com
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/07,steven rodriguez,m,1928/01/02,,,campo caretto,emiller@gmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/10/31,jared washington,m,1909/10/15,,,alumine,zburns@hotmail.com
universidad nacional de jujuy,ingeniería en informática,2020/10/27,george shelton,m,1958/04/01,,,agua verde,mannjordan@gmail.com
universidad nacional de jujuy,diseño industrial,2020/09/08,katie lloyd,f,1973/01/28,,,el campamento,vgonzalez@yahoo.com
universidad nacional de jujuy,licenciatura en administración ,2020/12/24,mark palmer,m,1955/10/20,,,amalia,ericacarney@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/05,tracy roman,f,1963/02/02,,,7 de abril,woodsrenee@hotmail.com
universidad nacional de jujuy,medicina,2020/12/08,michael crawford,m,1978/08/15,,,anta chica,ladams@hotmail.com
universidad nacional de jujuy,diseño industrial,2020/12/18,daniel rowland,m,1965/01/07,,,9 de julio,ahansen@yahoo.com
universidad nacional de jujuy,ingeniería en informática,2020/11/24,mark mullen,m,1990/06/29,,,boulogne,triciajackson@hotmail.com
universidad nacional de jujuy,medicina,2021/01/26,marcus hernandez,m,1956/12/15,,,desvio boero,sbrown@gmail.com
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/05,christopher case,m,2008/10/13,,,campo monte la viruela,jessicataylor@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/12/21,tyler clark,m,1986/08/20,,,alto los cardales,ghill@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/10/18,don wagner,m,1951/06/26,,,empalme villa constitucion,sherrimason@hotmail.com
universidad nacional de jujuy,bioquímica,2020/12/18,lauren reyes,f,1971/05/04,,,el remanso,cindy82@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/04,christina lewis,f,1957/10/25,,,arauco,laura96@gmail.com
universidad nacional de jujuy,licenciatura en ciencia política ,2020/10/21,samantha vazquez,f,2008/07/27,,,20 de febrero,josephjarvis@yahoo.com
universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/12/14,caitlyn miller,f,1937/04/14,,,campo zavalla,harveyleslie@yahoo.com
universidad nacional de jujuy,diseño de imagen y sonido,2021/01/07,john allen,m,2005/01/22,,,bonifacio,brewerheather@hotmail.com
universidad nacional de jujuy,bioquímica,2021/01/23,andrea lewis md,f,1950/10/06,,,barrio indio trompa,hunter30@hotmail.com
universidad nacional de jujuy,arquitectura,2020/10/08,jeffrey stewart,m,1996/03/13,,,la chilca,catherine57@yahoo.com
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/07,hannah kennedy,f,1909/03/27,,,colonia montefiore,amy81@gmail.com
universidad nacional de jujuy,licenciatura en ciencia política ,2020/09/21,casey williams,f,1920/02/07,,,agua de torre,angelgriffin@gmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/07,kathy hamilton,f,1998/11/27,,,la legua,myersdustin@gmail.com
universidad nacional de jujuy,actuario ,2020/10/04,tom terry,m,1984/09/25,,,blas durañona,scotttaylor@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/21,jerome anderson,m,1941/06/28,,,america unida,kellerkiara@yahoo.com
universidad nacional de jujuy,licenciatura en psicología,2021/01/11,sergio jones,m,1979/12/24,,,el perdido est jose guisasola,kimberlyclark@gmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/19,michael abbott,m,1954/09/24,,,campo de talamayo,smithbrittany@gmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/10/18,robert miller,m,2015/04/17,,,campo el mataco,mark01@hotmail.com
universidad nacional de jujuy,medicina,2021/01/20,ashley ramos,f,2011/10/06,,,agua botada,myerslinda@yahoo.com
universidad nacional de jujuy,ingeniería electrónica,2020/12/10,shawn mcdaniel,m,1964/07/11,,,coronel charlone,xcollins@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/10,brent collins,m,1986/04/05,,,campo andino,tfisher@gmail.com
universidad nacional de jujuy,ciencias veterinarias,2021/01/30,eric chavez,m,1947/06/27,,,gobernador roca,lisawalker@gmail.com
universidad nacional de jujuy,contador público ,2020/11/10,kathy gonzalez,f,1982/11/02,,,asuncion maria,thompsonchristina@yahoo.com
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/04,pamela cox,f,1942/06/07,,,agustin roca,malonenicole@hotmail.com
universidad nacional de jujuy,diseño de imagen y sonido,2020/09/06,cynthia johnson,f,1946/12/27,,,hito 45,elizabeth02@hotmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/11/10,james solomon,m,1908/10/08,,,francisco paz,nathan18@gmail.com
universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/04,mark decker,m,2002/03/22,,,el sombrerito,samuel95@gmail.com
universidad nacional de jujuy,ciencias veterinarias,2020/12/19,jacqueline clark,f,1963/01/06,,,alijilan,karenedwards@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/10/05,gilbert tyler,m,1986/02/15,,,graciarena,mrobbins@gmail.com
universidad nacional de jujuy,ingeniería electrónica,2020/12/30,cheryl smith,f,1920/11/23,,,cañadon la madera,michael20@gmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/11/04,david frey,m,1993/12/29,,,30 de agosto,hherrera@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/10/04,james kim,m,1995/06/06,,,arroyo quilla,taylorjon@hotmail.com
universidad nacional de jujuy,diseño industrial,2020/12/17,lawrence jackson,m,1966/03/01,,,campo coubert,fjones@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/15,sarah rivera dvm,f,1977/11/04,,,el socorro,kennethwells@yahoo.com
universidad nacional de jujuy,ingeniería electrónica,2020/12/16,daniel underwood,m,1950/11/21,,,los sembrados,robert78@hotmail.com
universidad nacional de jujuy,farmacia,2020/09/28,amber solomon,f,1950/09/22,,,abra de hinojo,obrown@yahoo.com
universidad nacional de jujuy,diseño de imagen y sonido,2020/11/27,crystal tate,f,1994/12/15,,,bustamante,beckywhite@hotmail.com
universidad nacional de jujuy,ciencias veterinarias,2020/10/31,mr. christopher briggs,m,1951/07/23,,,arroyo tomas,kimberly25@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/12/04,paul ho,m,1928/11/27,,,agua colorada,jackie19@gmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/12/28,david roberts md,m,1961/02/12,,,el arbolito,kellersarah@yahoo.com
universidad nacional de jujuy,licenciatura en administración ,2020/10/14,kelly king,f,2012/02/25,,,chanilao,djones@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/27,george bryan,m,2003/07/19,,,eduardo costa,dillonmelissa@gmail.com
universidad nacional de jujuy,licenciatura en musicoterapia,2020/10/20,colin holland,m,1922/05/31,,,colonia la gaviota,hernandezjoseph@gmail.com
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/10/14,julie aguilar,f,1959/04/24,,,ingeniero de madrid,mclaughlinstephen@yahoo.com
universidad nacional de jujuy,ingeniería en informática,2020/09/03,christine dixon md,f,1921/05/07,,,apeadero las chimbas,daviddecker@hotmail.com
universidad nacional de jujuy,bioquímica,2020/12/09,melanie porter,f,1972/12/29,,,encina,williamseric@gmail.com
universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/21,nicole martinez,f,1972/04/09,,,corralito,bushrebecca@hotmail.com
universidad nacional de jujuy,licenciatura en musicoterapia,2020/09/05,katrina owens,f,1947/06/13,,,colonia los lapachos,nhobbs@yahoo.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/09/29,michelle pennington,f,1906/12/30,,,campo la plata,lgraham@hotmail.com
universidad nacional de jujuy,actuario ,2020/09/26,kimberly chen,f,1975/06/11,,,iturraspe,christopherharris@yahoo.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/12/25,savannah levy,f,1976/08/10,,,la chispa,heidichurch@gmail.com
universidad nacional de jujuy,actuario ,2020/12/28,tristan curtis,m,1999/03/07,,,colonia celina,davisjoseph@yahoo.com
universidad nacional de jujuy,medicina,2020/10/19,mr. david johnson,m,1940/04/22,,,arroyito,brittany49@yahoo.com
universidad nacional de jujuy,ingeniería en informática,2021/01/03,veronica brown,f,2020/05/29,,,pozo navagan,alan79@gmail.com
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/19,roger moore,m,1972/06/20,,,laguna del barro,debramatthews@hotmail.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/12/25,katherine vasquez dds,f,1942/09/16,,,aldea san antonio,hburch@hotmail.com
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021/01/31,debra curtis,f,1933/06/10,,,el pino,nicholas05@yahoo.com
universidad nacional de jujuy,licenciatura en ciencia política ,2021/01/29,jasmine diaz,f,2002/09/24,,,el lenguaraz,justin48@yahoo.com
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/10,steven wiley,m,1951/02/17,,,iturraspe,lorraine91@yahoo.com
universidad nacional de jujuy,agronomía,2020/10/08,laura carpenter,f,2014/11/22,,,la legua,timothy32@hotmail.com
universidad nacional de jujuy,ingeniería mecánica,2020/12/03,dale hernandez,m,1950/08/09,,,pontaut,fhuerta@hotmail.com
universidad nacional de jujuy,licenciatura en psicología,2020/12/10,william brown,m,2007/04/12,,,el jumeal,jclarke@gmail.com
universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/29,mary johnson,f,1975/01/02,,,base aeronaval punta indio,patricia73@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2021/01/01,wesley lambert,m,1983/10/29,,,alcaraz sud,davispatricia@hotmail.com
universidad nacional de jujuy,agronomía,2020/09/08,miguel clark,m,1946/07/06,,,campana,stephen16@gmail.com
universidad nacional de jujuy,agronomía,2021/01/26,nicole wyatt,f,1969/02/14,,,libano,donald13@hotmail.com
universidad nacional de jujuy,técnico para bioterios ,2021/01/29,maureen shaffer,f,1975/09/25,,,santos lugares,aweaver@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/12/10,kimberly cruz,f,1991/05/16,,,colonia los lapachos,ryanterri@yahoo.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/24,ryan larson,m,1983/08/15,,,agua de la piedra,meadowsamber@gmail.com
universidad nacional de jujuy,actuario ,2020/12/31,tina callahan,f,1968/02/14,,,ramos mejia,aliciagilbert@hotmail.com
universidad nacional de jujuy,farmacia,2020/11/21,jeffrey wilson,m,1954/06/19,,,arano,owensdouglas@hotmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/29,andrea thomas,f,1950/05/04,,,cangallo,katie06@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/01,david morgan,m,1915/03/04,,,almacen el descanso,twalls@gmail.com
universidad nacional de jujuy,ingeniería electrónica,2020/10/21,matthew english,m,1926/03/16,,,bella vista,perkinsdavid@gmail.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/09/29,vanessa arnold,f,1974/08/13,,,agua de torre,jillfischer@gmail.com
universidad nacional de jujuy,arquitectura,2020/11/28,denise day,f,2002/03/17,,,colonia el aguara,catherine51@yahoo.com
universidad nacional de jujuy,arquitectura,2020/11/10,jodi maldonado,f,1910/06/15,,,caa yari,campbellrita@yahoo.com
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/12/20,eric perez,m,1983/11/07,,,la esperanza rosas las flores,erinjennings@gmail.com
universidad nacional de jujuy,agronomía,2020/09/14,christine hill,f,1945/11/01,,,la rosa,sullivanamanda@yahoo.com
universidad nacional de jujuy,licenciatura en psicología,2021/01/26,marie english,f,2005/07/29,,,chancay,daniel90@yahoo.com
universidad nacional de jujuy,ingeniería mecánica,2020/12/21,sarah ellis,f,1962/08/11,,,ingeniero allan,rsandoval@yahoo.com
universidad nacional de jujuy,licenciatura en psicología,2021/01/19,sandy rowe,f,2017/07/15,,,arroyo de la ventana,joshuarose@gmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/09/09,stephanie morrison,f,1922/11/04,,,calera la norma,johnwalker@hotmail.com
universidad nacional de jujuy,medicina,2020/11/18,thomas hardy,m,1950/03/10,,,algarrobo,bentonbrian@gmail.com
universidad nacional de jujuy,licenciatura en administración ,2021/01/12,margaret matthews,f,2008/04/15,,,canal 15 cerro de la gloria,jerry60@yahoo.com
