university,careers,inscription_date,last_name,gender,age,birth_dates,postal_code,location,email
_universidad_de_palermo,licenciatura_en_sociología_,11/Dec/20,jason_snow,m,,07/Dec/19,9303,,kochashley@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,27/Sep/20,jonathan_jones,m,,11/Jun/27,4518,,miablake@gmail.com
_universidad_de_palermo,licenciatura_en_sociología_,29/Nov/20,rachael_hunter,f,,10/Dec/80,7511,,krausekenneth@hotmail.com
_universidad_de_palermo,ingeniería_electrónica,04/Oct/20,mr._john_clayton_md,m,,30/Mar/18,7412,,johnsonvictoria@yahoo.com
_universidad_de_palermo,ciencias_veterinarias,13/Nov/20,gina_taylor,f,,21/Apr/69,1915,,cisneroshannah@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,27/Dec/20,ashley_white,f,,10/Jun/63,4135,,ojoseph@hotmail.com
_universidad_de_palermo,agronomía,03/Sep/20,leah_copeland,f,,09/May/98,1771,,ruthgordon@yahoo.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,19/Dec/20,tammy_strickland,f,,10/Jan/09,3226,,laurasmith@hotmail.com
_universidad_de_palermo,contador_público_,21/Sep/20,david_kline,m,,09/Feb/58,4603,,heather84@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,09/Oct/20,amy_garcia,f,,01/Jul/74,5385,,hollandscott@hotmail.com
_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,09/Oct/20,david_donaldson_md,m,,24/Nov/07,7517,,xkent@gmail.com
_universidad_de_palermo,farmacia,05/Jan/21,paul_dawson,m,,29/Apr/08,3144,,smithchristopher@hotmail.com
_universidad_de_palermo,licenciatura_en_musicoterapia,16/Jan/21,keith_pratt,m,,08/Nov/11,7507,,thomas01@gmail.com
_universidad_de_palermo,ingeniería_electrónica,12/Jan/21,david_gray,m,,05/Jun/21,4542,,phaley@gmail.com
_universidad_de_palermo,medicina,26/Dec/20,kathleen_harris,f,,20/Jan/90,7207,,jessica74@gmail.com
_universidad_de_palermo,técnico_para_bioterios_,06/Sep/20,barbara_davis,f,,20/May/65,2200,,johnsonnathan@gmail.com
_universidad_de_palermo,agronomía,26/Nov/20,charles_rogers,m,,08/Jun/55,1870,,nlittle@yahoo.com
_universidad_de_palermo,medicina,09/Oct/20,joel_crosby,m,,07/May/26,5384,,phamrobert@gmail.com
_universidad_de_palermo,licenciatura_en_psicología,07/Nov/20,matthew_stein,m,,14/Jun/17,8206,,bbrennan@hotmail.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,15/Nov/20,elizabeth_fisher,f,,12/May/06,8315,,xsanchez@yahoo.com
_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,24/Dec/20,cindy_conley,f,,02/May/85,3703,,dannyalvarez@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,06/Sep/20,sean_taylor_dds,m,,16/Dec/89,5549,,michaelboone@yahoo.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,16/Jan/21,john_west,m,,29/Dec/34,4159,,michael76@gmail.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,05/Sep/20,peter_wallace,m,,30/Sep/97,4728,,morganwright@gmail.com
_universidad_de_palermo,licenciatura_en_musicoterapia,05/Sep/20,leslie_hopkins,f,,20/May/15,6441,,conwaylinda@gmail.com
_universidad_de_palermo,ingeniería_electrónica,05/Oct/20,brent_velez,m,,23/Jun/13,3454,,veronicalong@hotmail.com
_universidad_de_palermo,farmacia,01/Jan/21,tracy_hunter,f,,03/Sep/40,4600,,turnerrobert@yahoo.com
_universidad_de_palermo,licenciatura_en_musicoterapia,16/Oct/20,william_newman,m,,06/Mar/88,3481,,melissamitchell@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,14/Jan/21,sarah_mcintosh,f,,21/Feb/13,5757,,davisterri@yahoo.com
_universidad_de_palermo,ciencias_veterinarias,17/Oct/20,todd_gomez,m,,05/Feb/41,4640,,christopher50@gmail.com
_universidad_de_palermo,actuario_,28/Sep/20,jeffrey_fisher,m,,28/Sep/16,5474,,sthomas@yahoo.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,30/Dec/20,diane_leonard,f,,22/Apr/65,6319,,dnavarro@gmail.com
_universidad_de_palermo,técnico_para_bioterios_,01/Jan/21,erica_henderson,f,,02/Mar/67,2741,,allenstacy@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,07/Oct/20,christopher_camacho,m,,22/Jun/54,9210,,alexacox@gmail.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,18/Jan/21,katherine_phillips,f,,19/Dec/38,2931,,lucasmary@gmail.com
_universidad_de_palermo,licenciatura_en_ciencia_política_,17/Sep/20,alexis_cisneros,f,,03/Jan/81,5381,,vbeasley@yahoo.com
_universidad_de_palermo,ingeniería_electrónica,08/Sep/20,miss_janet_watson,f,,27/Oct/73,8500,,marybowers@yahoo.com
_universidad_de_palermo,ciencias_veterinarias,08/Oct/20,edward_maxwell,m,,24/Nov/26,3222,,davenportgregory@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,12/Dec/20,john_braun,m,,25/Oct/16,6360,,taylorcarter@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,03/Jan/21,rose_reed,f,,09/Feb/20,1774,,esalazar@yahoo.com
_universidad_de_palermo,arquitectura,06/Dec/20,jessica_lawrence,f,,15/Sep/56,3481,,kevinstrong@hotmail.com
_universidad_de_palermo,licenciatura_en_administración_,03/Jan/21,joshua_porter,m,,05/Nov/88,4230,,uneal@gmail.com
_universidad_de_palermo,licenciatura_en_sociología_,28/Dec/20,raymond_franklin,m,,28/Aug/25,5565,,brittany76@gmail.com
_universidad_de_palermo,arquitectura,17/Sep/20,amanda_bowen,f,,26/Sep/23,2340,,zduncan@hotmail.com
_universidad_de_palermo,actuario_,03/Oct/20,jessica_bean,f,,28/Dec/71,2915,,tracyvillarreal@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,25/Sep/20,shane_anderson,m,,22/Nov/86,3567,,melanierichards@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,23/Dec/20,carlos_duncan,m,,21/Jul/14,1670,,jacob62@hotmail.com
_universidad_de_palermo,bioquímica,21/Jan/21,michael_tran,m,,07/Aug/68,1903,,alexisburns@gmail.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,27/Oct/20,deanna_garcia,f,,31/Jan/03,1882,,tfrancis@hotmail.com
_universidad_de_palermo,ingeniería_electrónica,04/Jan/21,lisa_ross,f,,23/Mar/66,3302,,heather43@yahoo.com
_universidad_de_palermo,arquitectura,12/Nov/20,christine_ortiz,f,,19/Sep/63,3241,,ashley75@yahoo.com
_universidad_de_palermo,licenciatura_en_artes,24/Jan/21,patrick_sullivan,m,,18/Mar/91,1864,,brodriguez@gmail.com
_universidad_de_palermo,licenciatura_en_sociología_,19/Dec/20,angela_allen,f,,17/Jan/10,3087,,josephpratt@yahoo.com
_universidad_de_palermo,licenciatura_en_psicología,29/Jan/21,tracy_anderson,m,,29/Apr/51,4178,,erin91@gmail.com
_universidad_de_palermo,ingeniería_electrónica,26/Nov/20,nicholas_cline,m,,08/Apr/12,2938,,evanshelen@yahoo.com
_universidad_de_palermo,ingeniería_en_informática,12/Oct/20,julia_fisher,f,,20/Aug/14,3423,,colejeremy@yahoo.com
_universidad_de_palermo,licenciatura_en_sociología_,21/Oct/20,jessica_hill,f,,04/Jan/93,2905,,timothybarnes@yahoo.com
_universidad_de_palermo,diseño_industrial,12/Dec/20,brenda_jones,f,,27/Jul/52,5321,,mosleyjason@hotmail.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,14/Oct/20,julie_flores,f,,12/Mar/51,9225,,stephanieandersen@yahoo.com
_universidad_de_palermo,licenciatura_en_psicología,07/Nov/20,megan_russell,f,,06/Nov/74,3127,,esmith@hotmail.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,12/Jan/21,frank_white,m,,25/Oct/47,2508,,ttaylor@hotmail.com
_universidad_de_palermo,técnico_para_bioterios_,18/Sep/20,michael_shepherd,m,,15/Apr/62,3485,,gjordan@gmail.com
_universidad_de_palermo,actuario_,29/Nov/20,bryan_morris,m,,15/Sep/62,7548,,crystalbryant@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,30/Sep/20,leah_roberts_md,f,,22/Jan/04,8360,,moorejoseph@gmail.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,21/Dec/20,christopher_quinn,m,,22/Mar/19,3021,,gregorywoodward@yahoo.com
_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,31/Dec/20,manuel_nguyen,m,,07/Sep/04,3309,,matthewmiller@gmail.com
_universidad_de_palermo,contador_público_,14/Nov/20,peter_sullivan,m,,16/Mar/06,7111,,jason08@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,01/Dec/20,michael_wells,m,,12/Jul/06,2241,,nicolesmith@hotmail.com
_universidad_de_palermo,técnico_para_bioterios_,22/Sep/20,stacy_brown,f,,25/Jun/07,6213,,karen20@gmail.com
_universidad_de_palermo,ingeniería_en_informática,08/Nov/20,lisa_hurley,f,,18/Jul/02,4500,,dustin80@gmail.com
_universidad_de_palermo,agronomía,01/Sep/20,edward_fowler,m,,12/Mar/24,8333,,jeffreycameron@yahoo.com
_universidad_de_palermo,diseño_industrial,28/Oct/20,faith_weber,f,,31/Dec/05,3032,,pburton@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,30/Sep/20,barbara_kim,f,,23/Jul/79,6424,,lopezandrew@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,03/Sep/20,nicholas_foster,m,,20/Apr/87,7116,,alijamie@gmail.com
_universidad_de_palermo,diseño_de_imagen_y_sonido,04/Sep/20,richard_sullivan,m,,18/Jul/61,5509,,evansjose@hotmail.com
_universidad_de_palermo,bioquímica,20/Oct/20,kimberly_hawkins,f,,21/Sep/08,4234,,brownmichelle@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,23/Nov/20,mary_brooks,f,,09/Jan/20,6300,,rlong@gmail.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,15/Dec/20,erik_gentry,m,,15/Jan/21,4626,,fcrosby@gmail.com
_universidad_de_palermo,licenciatura_en_sociología_,23/Jan/21,elizabeth_martin,f,,09/Mar/06,4506,,steven36@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_geológicas,15/Oct/20,christian_herrera,m,,05/Jul/59,5701,,thomas90@yahoo.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,07/Nov/20,emily_walton,f,,19/Apr/28,2202,,kevin73@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,05/Sep/20,robert_johnson,m,,05/Dec/82,5465,,matthewsjack@gmail.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,05/Sep/20,luis_glover,m,,10/Apr/53,4500,,dgarcia@hotmail.com
_universidad_de_palermo,licenciatura_en_psicología,12/Oct/20,david_moore,m,,16/Mar/17,5470,,jgutierrez@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,22/Nov/20,lisa_lee,f,,25/May/26,3133,,valerierojas@gmail.com
_universidad_de_palermo,farmacia,28/Sep/20,stefanie_hall,f,,20/May/08,6459,,brian92@gmail.com
_universidad_de_palermo,licenciatura_en_artes,13/Dec/20,jacqueline_diaz_md,f,,20/Sep/94,2253,,williamsmackenzie@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,21/Sep/20,carrie_blanchard,f,,29/Sep/10,9040,,michellespencer@yahoo.com
_universidad_de_palermo,medicina,04/Dec/20,mark_norris,m,,18/Aug/99,5757,,frederickcook@yahoo.com
_universidad_de_palermo,técnico_para_bioterios_,04/Sep/20,caitlin_hudson,f,,19/Feb/29,8187,,kellymorales@gmail.com
_universidad_de_palermo,medicina,15/Oct/20,john_sanchez,m,,10/Jan/97,8101,,taylormax@gmail.com
_universidad_de_palermo,ingeniería_electrónica,15/Nov/20,jonathan_armstrong,m,,20/Oct/57,6022,,stevengoodman@hotmail.com
_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,03/Dec/20,william_campbell,m,,20/May/19,3505,,arice@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,23/Dec/20,heather_wilson,f,,10/Sep/21,3156,,virginia58@gmail.com
_universidad_de_palermo,bioquímica,26/Sep/20,justin_perry,m,,30/Jun/49,2639,,yvonne23@yahoo.com
_universidad_de_palermo,licenciatura_en_psicología,17/Nov/20,gloria_warner,f,,07/Jul/92,4711,,christhomas@gmail.com
_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,18/Jan/21,juan_flowers,m,,26/Apr/69,6303,,dwilson@gmail.com
_universidad_de_palermo,contador_público_,04/Jan/21,joseph_wright,m,,03/Jun/95,6032,,lesliepayne@gmail.com
_universidad_de_palermo,ingeniería_en_informática,09/Jan/21,stephanie_jackson,f,,06/Jun/86,6705,,roger41@yahoo.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,13/Sep/20,jose_wright,m,,10/Jun/87,9053,,elizabethcarroll@yahoo.com
_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,20/Oct/20,caroline_mcmahon,f,,21/Apr/15,9037,,lawrencebrenda@yahoo.com
_universidad_de_palermo,licenciatura_en_administración_,28/Sep/20,blake_kelly,m,,10/Oct/06,1621,,johnthompson@yahoo.com
_universidad_de_palermo,licenciatura_en_musicoterapia,04/Nov/20,lisa_ward,f,,16/May/44,2324,,baldwinsandra@hotmail.com
_universidad_de_palermo,técnico_para_bioterios_,05/Jan/21,john_walker,m,,22/Jan/09,5417,,crawfordthomas@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,10/Jan/21,sean_sullivan,m,,24/Mar/87,1642,,larsenpatricia@yahoo.com
_universidad_de_palermo,medicina,10/Jan/21,amber_rubio,f,,30/May/07,2400,,njacobs@gmail.com
_universidad_de_palermo,ingeniería_en_informática,04/Sep/20,cheryl_lucas,f,,26/Oct/63,7511,,kaylacampbell@yahoo.com
_universidad_de_palermo,arquitectura,07/Dec/20,douglas_miller,m,,30/May/30,7530,,steven33@hotmail.com
_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,14/Sep/20,paul_williams,m,,31/Jan/53,7201,,kingkyle@yahoo.com
_universidad_de_palermo,licenciatura_en_sociología_,17/Jan/21,rhonda_salazar,f,,27/Jul/81,4144,,erin09@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,16/Oct/20,fred_dyer,m,,08/Apr/54,8308,,michellemiller@hotmail.com
_universidad_de_palermo,licenciatura_en_musicoterapia,08/Sep/20,isaac_wilson,m,,19/Jul/08,2303,,tanyamarks@hotmail.com
_universidad_de_palermo,ingeniería_mecánica,19/Oct/20,raymond_gibbs,m,,06/Dec/21,5465,,bradleybuchanan@hotmail.com
_universidad_de_palermo,actuario_,21/Sep/20,christopher_patterson,m,,09/Sep/28,5607,,burkejames@hotmail.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,19/Oct/20,mariah_clark,f,,17/May/69,4101,,rowejonathan@hotmail.com
_universidad_de_palermo,ingeniería_mecánica,03/Oct/20,steve_gray,m,,19/Nov/34,3283,,johnscott@gmail.com
_universidad_de_palermo,medicina,26/Nov/20,christian_morrow,m,,29/Jun/35,3360,,whenderson@yahoo.com
_universidad_de_palermo,farmacia,29/Oct/20,joanne_diaz,f,,14/Nov/97,5329,,howardroger@yahoo.com
_universidad_de_palermo,licenciatura_en_musicoterapia,21/Sep/20,tonya_gaines,f,,19/Oct/35,6241,,courtneyortiz@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,19/Jan/21,sarah_parker,f,,13/Nov/33,1981,,williamhoward@yahoo.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,11/Nov/20,austin_adams,m,,02/Sep/03,6701,,tgamble@yahoo.com
_universidad_de_palermo,arquitectura,31/Jan/21,mathew_torres,m,,31/Jan/37,7118,,blancharddesiree@yahoo.com
_universidad_de_palermo,medicina,05/Dec/20,jaime_hale,f,,25/Sep/25,5415,,christopher77@yahoo.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,18/Oct/20,charles_shannon,m,,18/Sep/11,4135,,jackie24@yahoo.com
_universidad_de_palermo,ingeniería_en_informática,30/Nov/20,miss_connie_ferguson,f,,25/Oct/05,4113,,amy02@gmail.com
_universidad_de_palermo,contador_público_,19/Dec/20,leslie_copeland,f,,13/Nov/73,9200,,umora@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,28/Sep/20,karen_rivera,f,,02/Sep/19,7313,,usimpson@yahoo.com
_universidad_de_palermo,técnico_para_bioterios_,04/Dec/20,zachary_brock,m,,12/May/83,2345,,jrobertson@yahoo.com
_universidad_de_palermo,licenciatura_en_sociología_,28/Jan/21,mary_green,f,,02/Jul/52,3530,,nicholas76@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,06/Nov/20,stephanie_jones,f,,10/Dec/65,7412,,christophergarcia@hotmail.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,30/Sep/20,kelly_hawkins,f,,08/Nov/10,2823,,zacharycrawford@gmail.com
_universidad_de_palermo,arquitectura,31/Jan/21,kathleen_gross,f,,01/Jan/78,1834,,grahamnatalie@yahoo.com
_universidad_de_palermo,medicina,06/Oct/20,jason_wilson,m,,08/Dec/28,5465,,melissa48@yahoo.com
_universidad_de_palermo,contador_público_,12/Jan/21,janice_parsons,f,,28/Apr/11,4605,,matthew67@gmail.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,04/Dec/20,diane_barber,f,,28/Oct/27,2919,,williammorse@gmail.com
_universidad_de_palermo,agronomía,19/Jan/21,terry_wilson,m,,05/Mar/18,3407,,casey66@hotmail.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,30/Dec/20,katrina_jones,f,,06/Mar/55,7635,,qtownsend@hotmail.com
_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,05/Oct/20,paul_beck,m,,23/Sep/77,5613,,conleytammy@yahoo.com
_universidad_de_palermo,medicina,25/Oct/20,lisa_johnson,f,,07/Feb/82,7505,,scottsusan@gmail.com
_universidad_de_palermo,diseño_de_imagen_y_sonido,09/Jan/21,jamie_mclean,f,,15/Mar/67,7165,,spencerkyle@gmail.com
_universidad_de_palermo,licenciatura_en_sociología_,30/Sep/20,ryan_martin,m,,13/Jan/98,2523,,erin71@hotmail.com
_universidad_de_palermo,licenciatura_en_psicología,28/Jan/21,mary_jackson,f,,02/Dec/40,7630,,wschwartz@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_geológicas,08/Jan/21,caitlin_morgan,f,,06/Mar/76,7505,,michaelhoffman@hotmail.com
_universidad_de_palermo,diseño_de_imagen_y_sonido,06/Nov/20,vanessa_washington_md,f,,05/Aug/94,6381,,christine18@hotmail.com
_universidad_de_palermo,diseño_industrial,28/Dec/20,shaun_wagner,m,,25/Jul/48,3381,,fieldspamela@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_geológicas,22/Sep/20,amy_harper,f,,10/Jun/38,3360,,johnsonrobert@hotmail.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,10/Sep/20,stephanie_martin,f,,16/Mar/21,4711,,cainlaura@yahoo.com
_universidad_de_palermo,licenciatura_en_administración_,29/Jan/21,mark_barton,m,,24/Jan/09,8514,,jbailey@gmail.com
_universidad_de_palermo,técnico_para_bioterios_,15/Nov/20,gloria_williams,f,,02/May/83,1852,,lori92@gmail.com
_universidad_de_palermo,licenciatura_en_sociología_,09/Jan/21,gilbert_hopkins,m,,15/Nov/09,5609,,amandablack@yahoo.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,13/Jan/21,kristin_taylor,f,,09/Sep/34,6105,,bgreen@hotmail.com
_universidad_de_palermo,licenciatura_en_sociología_,01/Jan/21,rebecca_hernandez,f,,29/Aug/75,4713,,matthewquinn@yahoo.com
_universidad_de_palermo,farmacia,07/Nov/20,jennifer_lewis,f,,28/Dec/03,3380,,scannon@gmail.com
_universidad_de_palermo,ingeniería_electrónica,23/Sep/20,erik_odonnell,m,,04/Dec/79,2946,,grahamelizabeth@yahoo.com
_universidad_de_palermo,medicina,10/Sep/20,kevin_mann,m,,01/Feb/16,4726,,inelson@yahoo.com
_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,03/Oct/20,kathryn_barnes,f,,21/Jan/76,3453,,xlynch@hotmail.com
_universidad_de_palermo,bioquímica,11/Jan/21,mrs._tammy_calderon,f,,10/Aug/22,2826,,aross@yahoo.com
_universidad_de_palermo,licenciatura_en_psicología,12/Dec/20,gregory_ford,m,,12/Jul/93,1607,,kathleenlopez@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,11/Sep/20,hannah_morrow,f,,12/Apr/91,8430,,jimmy60@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_ambientales,28/Nov/20,christian_wiley,m,,26/Jun/11,3280,,jack31@hotmail.com
_universidad_de_palermo,ingeniería_en_informática,01/Dec/20,rebecca_abbott,f,,23/Dec/31,3466,,taylor02@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,07/Oct/20,lindsay_kelly,f,,22/Oct/47,5571,,john86@hotmail.com
_universidad_de_palermo,medicina,23/Oct/20,dave_peterson,m,,27/Feb/77,2905,,kstevenson@gmail.com
_universidad_de_palermo,agronomía,17/Dec/20,kenneth_flores,m,,16/Oct/93,7501,,schwartzholly@gmail.com
_universidad_de_palermo,ciencias_veterinarias,10/Jan/21,steven_baker,m,,10/Dec/19,3381,,shenry@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,10/Nov/20,mr._henry_walker_md,m,,02/Jan/37,2907,,mhernandez@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,11/Dec/20,shaun_walter,m,,19/Apr/07,6703,,lmorales@yahoo.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,24/Sep/20,christopher_lawrence,m,,31/Aug/11,4709,,cynthia55@yahoo.com
_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,18/Jan/21,steven_mcconnell,m,,07/Dec/00,3513,,qcobb@gmail.com
_universidad_de_palermo,bioquímica,18/Sep/20,jennifer_aguirre,f,,18/Mar/75,2905,,taylorkelli@hotmail.com
_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,30/Jan/21,yvette_miller,f,,04/Feb/23,3718,,dixonstephanie@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,04/Oct/20,steven_rodriguez_dds,m,,17/Nov/30,1884,,tnielsen@yahoo.com
_universidad_de_palermo,medicina,08/Oct/20,daniel_holmes,m,,26/Jan/63,3543,,alexis85@hotmail.com
_universidad_de_palermo,ingeniería_electrónica,17/Dec/20,elizabeth_potter,f,,06/May/70,6065,,gonzalessavannah@yahoo.com
_universidad_de_palermo,agronomía,19/Sep/20,amy_hayes,f,,04/Feb/76,2703,,emyers@yahoo.com
_universidad_de_palermo,licenciatura_en_ciencia_política_,23/Sep/20,martin_peck,m,,21/Feb/46,2156,,kellyhughes@gmail.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,25/Dec/20,brooke_ward,f,,30/Jun/06,8124,,bethanyschultz@hotmail.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,22/Dec/20,karen_acevedo,f,,13/May/92,2700,,beltranmark@hotmail.com
_universidad_de_palermo,medicina,18/Sep/20,jerry_manning,m,,09/Nov/99,1611,,ryanjohn@gmail.com
_universidad_de_palermo,actuario_,18/Oct/20,sherry_wheeler,f,,17/Jan/05,6453,,sonia30@gmail.com
_universidad_de_palermo,agronomía,23/Nov/20,ashley_lambert,f,,20/May/43,6381,,amymartin@hotmail.com
_universidad_de_palermo,ingeniería_electrónica,28/Jan/21,david_gutierrez,m,,03/Jun/68,8185,,jennifer74@hotmail.com
_universidad_de_palermo,ingeniería_mecánica,09/Nov/20,aaron_diaz,m,,08/May/13,3334,,michael85@yahoo.com
_universidad_de_palermo,ciencias_veterinarias,10/Oct/20,richard_armstrong,m,,02/Feb/32,3123,,ohampton@gmail.com
_universidad_de_palermo,licenciatura_en_terapia_ocupacional,02/Nov/20,krystal_wood,f,,23/May/29,3351,,waynewilson@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_geológicas,05/Jan/21,julie_stokes,f,,11/Aug/13,5385,,ericwarren@gmail.com
_universidad_de_palermo,licenciatura_en_sociología_,24/Oct/20,joseph_morris,m,,03/Jan/20,7208,,cannonrandy@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,03/Dec/20,michelle_brooks,f,,18/Sep/09,7408,,mhenderson@hotmail.com
_universidad_de_palermo,licenciatura_en_musicoterapia,02/Oct/20,michael_rollins,m,,26/Apr/14,9100,,angelicalewis@hotmail.com
_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,19/Sep/20,craig_king,m,,02/Dec/70,8144,,xmolina@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,28/Dec/20,aaron_rodriguez,m,,22/Apr/17,2700,,wesley42@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,19/Jan/21,matthew_crosby,m,,19/Mar/63,4231,,kaylagreen@gmail.com
_universidad_de_palermo,técnico_para_bioterios_,06/Nov/20,sherri_ross,f,,20/Jun/46,2826,,jordanmccullough@gmail.com
_universidad_de_palermo,licenciatura_en_ciencias_biológicas,07/Dec/20,mrs._hailey_gibson_md,f,,15/Feb/39,2300,,johnsonrhonda@hotmail.com
_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,16/Dec/20,deanna_quinn,f,,15/May/64,3503,,dylanperry@gmail.com
_universidad_de_palermo,actuario_,06/Jan/21,jessica_morgan,f,,08/Oct/77,3214,,charlescastillo@gmail.com
_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,06/Nov/20,sharon_johnson,f,,11/Dec/71,7507,,lynchandrea@gmail.com
_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,24/Sep/20,rebecca_chavez,f,,23/Apr/55,6516,,shelley68@gmail.com
_universidad_de_palermo,licenciatura_en_planificación_y_diseño_del_paisaje,27/Oct/20,brianna_bartlett,f,,05/Jan/04,6746,,saramartin@yahoo.com
_universidad_de_palermo,licenciatura_en_psicología,09/Nov/20,diana_leon,f,,20/Oct/56,7261,,aimeekelly@yahoo.com
_universidad_de_palermo,ingeniería_electrónica,25/Nov/20,wesley_mclean,m,,22/Apr/48,5380,,chenjoshua@hotmail.com
_universidad_de_palermo,bioquímica,12/Nov/20,michael_nelson,m,,23/Nov/88,3401,,davidjefferson@yahoo.com
_universidad_de_palermo,ingeniería_en_informática,27/Oct/20,adam_glenn,m,,24/Apr/12,7609,,brendan98@yahoo.com
_universidad_de_palermo,técnico_para_bioterios_,10/Jan/21,michael_norman,m,,28/Aug/17,5319,,drew74@yahoo.com
_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,07/Sep/20,joshua_fisher,m,,17/Mar/21,6660,,donaldmills@hotmail.com
