university,career,inscription_date,first_name,last_name,gender,age,birth_date,postal_code,location,email
-universidad-abierta-interamericana,Actuario-,20/Sep/27,Diane-livingston,,F,,71/Jul/14,,Capitan-lazo,Qhamilton@hotmail.com
-universidad-abierta-interamericana,Contador-público-,20/Oct/11,Johnny-santos,,M,,41/Mar/14,,Alta-italia,Ubryant@gmail.com
-universidad-abierta-interamericana,Farmacia,21/Jan/27,Brandon-davis,,M,,72/May/13,,Saladillo-norte,Aray@hotmail.com
-universidad-abierta-interamericana,Bioquímica,20/Sep/23,Karen-lucas,,F,,95/Nov/27,,Albardon,Qwilliams@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/25,Cheryl-mcdonald,,F,,51/Aug/01,,Cañadon-caliente,Fthompson@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,21/Jan/09,Shane-smith,,M,,90/Oct/08,,El-jupiter,Rachel78@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Dec/28,Jennifer-cordova,,F,,53/Aug/03,,Aldao,Megan42@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Sep/11,John-gates,,M,,89/Sep/23,,Saladillo-norte,Michaelchristensen@hotmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Oct/05,Victor-fuentes,,M,,49/May/14,,Haras-san-jacinto,Eric05@hotmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Dec/04,Zachary-harris,,M,,44/Nov/09,,Baterias,Mjohnson@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Dec/19,Elizabeth-suarez,,F,,46/Jun/17,,Atencio,Courtneybaker@hotmail.com
-universidad-abierta-interamericana,Diseño-industrial,20/Nov/21,Cindy-camacho,,F,,45/Sep/15,,Aldea-beleiro,Harrisjohn@yahoo.com
-universidad-abierta-interamericana,Actuario-,21/Jan/22,Crystal-henderson,,F,,22/Mar/24,,Bonifacio,Colemansteven@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Nov/17,Darlene-gay,,F,,07/Jan/30,,Bernardo-de-irigoyen,Jamie17@hotmail.com
-universidad-abierta-interamericana,Agronomía,20/Nov/14,Tara-rogers,,F,,19/Nov/02,,Empalme-san-carlos,James67@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Sep/27,Christina-farley,,F,,23/Jan/29,,Wilde,Brittanyholt@yahoo.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Oct/24,Brandon-moore,,M,,11/Mar/30,,Bagual,Alexanderhill@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Nov/05,Hayley-lucas,,F,,83/Apr/13,,Aguada-alegre,Gjackson@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Dec/12,Paul-may,,M,,56/Oct/19,,Cañada-de-las-vacas,Moorestephen@yahoo.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Dec/12,Robert-thomas,,M,,89/Jun/03,,La-lucila-del-mar,Goodmanmary@yahoo.com
-universidad-abierta-interamericana,Actuario-,21/Jan/08,James-ferguson,,M,,60/Aug/02,,Alto-con-zampa,Andersonlisa@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/15,Mark-sanders,,M,,91/Aug/20,,La-torrecita,Coryacosta@hotmail.com
-universidad-abierta-interamericana,Actuario-,21/Jan/01,Mark-cox,,M,,14/Feb/23,,Villa-raffo,Dianabowers@hotmail.com
-universidad-abierta-interamericana,Arquitectura,20/Sep/11,Donna-johnson,,F,,72/Mar/10,,Wilde,Egonzales@hotmail.com
-universidad-abierta-interamericana,Contador-público-,20/Nov/06,Linda-bowen,,F,,74/Nov/12,,Anillaco,Clinton87@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Dec/27,Benjamin-perry,,M,,34/Nov/26,,Alferez-san-martin,Pabbott@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Sep/28,Brenda-martinez,,F,,49/Oct/18,,La-pelada,Luke94@yahoo.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Oct/19,Christopher-hunter,,M,,19/Oct/05,,Dest-aeronautico-milit-reconqu,Lawrencerachel@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Nov/10,Linda-taylor,,F,,02/Jan/04,,Pozo-navagan,Wpham@hotmail.com
-universidad-abierta-interamericana,Medicina,20/Dec/24,Danielle-herrera,,F,,48/May/02,,Avellaneda,Jameskelly@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Oct/06,Jason-foster,,M,,20/Dec/06,,Wheelwright,Matthewdavis@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Oct/13,Nicole-moore,,F,,59/Jul/28,,Acostilla,John02@yahoo.com
-universidad-abierta-interamericana,Actuario-,20/Oct/24,Sheri-doyle,,F,,69/Nov/07,,Algarrobo,Ujones@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Dec/27,Megan-massey,,F,,16/Jan/21,,Berabevu,Jennytrujillo@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Oct/18,Brad-ballard,,M,,20/Feb/19,,Villa-olivari,Nhansen@yahoo.com
-universidad-abierta-interamericana,Agronomía,21/Jan/15,Scott-miller,,M,,54/Mar/11,,Colonia-lote-12,Michaelmendoza@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Dec/07,Kelly-ellis,,F,,53/Oct/30,,Juan-maria-gutierrez,Valerie71@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Nov/11,Jason-perry,,M,,91/Feb/08,,Caminera,Vanessahayes@hotmail.com
-universidad-abierta-interamericana,Agronomía,20/Nov/14,Mr.-michael-richmond-dvm,,M,,08/Sep/08,,Carrizal,Kimberlyhernandez@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Nov/09,Jennifer-jackson,,F,,70/Nov/30,,Campo-gimenez,Linda98@gmail.com
-universidad-abierta-interamericana,Bioquímica,20/Nov/29,Matthew-bolton,,M,,82/Mar/03,,La-torrecita,Kschmitt@gmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Dec/26,Natasha-little,,F,,82/Aug/07,,Chapi-talo,Chernandez@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,21/Jan/25,Gabrielle-lee,,F,,37/Oct/31,,Ancon,Kiara95@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Oct/31,Jeffrey-murphy,,M,,13/Jul/17,,Claypole,Hokatelyn@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/21,Michelle-kerr,,F,,10/Jun/05,,Arroyo-palmar,Gwendolyn91@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Dec/16,Kristen-potter,,F,,93/Oct/28,,Carmen-de-areco,Ihall@gmail.com
-universidad-abierta-interamericana,Contador-público-,20/Oct/14,Tamara-harris,,F,,81/Jul/20,,Huanguelen,Uhancock@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/09,Michael-tran,,M,,82/May/15,,Base-naval-rio-santiago,Nataliewatts@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Nov/28,Cheryl-jacobs,,F,,17/Apr/17,,Campo-raffo,Flemingashley@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Nov/26,Kristin-martin,,F,,19/Nov/15,,Arroyo-seco,Moorecharles@yahoo.com
-universidad-abierta-interamericana,Ingeniería-en-informática,20/Oct/30,Samantha-day,,F,,53/Oct/10,,Cañadon-de-las-vacas,Teresasmith@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,21/Jan/30,Jeffrey-brown,,M,,01/Dec/27,,Kilometro-374,Andreafaulkner@gmail.com
-universidad-abierta-interamericana,Contador-público-,21/Jan/21,Ryan-graham,,M,,04/Feb/29,,Alto-las-lechuzas,Gregory49@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/12,Jose-lopez,,M,,39/Feb/14,,Alegria,Kwalker@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Sep/01,Nicole-davis,,F,,88/Jul/21,,Carlos-maria-naon,Jillian22@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Nov/12,Christine-charles,,F,,79/Jun/06,,Cabreria,Qbarber@gmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Nov/16,Frederick-taylor,,M,,98/Jun/03,,Diego-lopez,Gsanders@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,21/Jan/26,Travis-taylor,,M,,57/May/02,,Libertad,Martinezeric@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Dec/25,Daniel-davis,,M,,96/Mar/10,,Alto-de-las-plumas,Robert15@gmail.com
-universidad-abierta-interamericana,Medicina,21/Jan/07,Debra-ryan,,F,,34/Oct/29,,Rafael-calzada,Nashshane@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Dec/11,Mark-cline,,M,,84/Jul/07,,Gobernador-moyano,Cwhite@gmail.com
-universidad-abierta-interamericana,Diseño-industrial,21/Jan/13,Jennifer-douglas,,F,,76/May/12,,Alto-del-puesto,Hfisher@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Sep/18,Ms.-deborah-cross,,F,,09/Jan/05,,Larrechea,Ygibbs@yahoo.com
-universidad-abierta-interamericana,Ingeniería-en-informática,20/Sep/26,Scott-kramer,,M,,10/Dec/05,,Cara-mala,Kellerkim@gmail.com
-universidad-abierta-interamericana,Medicina,21/Jan/29,Victoria-thornton,,F,,39/Jul/20,,Rio-mayo,Thompsonmichelle@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Sep/30,Justin-baker,,M,,13/Jan/06,,Arrayanal,Brownfred@yahoo.com
-universidad-abierta-interamericana,Farmacia,20/Sep/11,Gregory-wheeler,,M,,16/Oct/26,,Bellocq,Jennifermiller@gmail.com
-universidad-abierta-interamericana,Medicina,20/Sep/04,Maria-larsen,,F,,07/Jul/01,,Frigorifico-cap,Cordovaeric@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Dec/07,Ian-johns,,M,,90/Sep/12,,Campo-garay,Jaredbrewer@yahoo.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Sep/06,Pamela-martinez,,F,,26/Jan/01,,Arroyo-molino,Fergusonrebecca@yahoo.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Oct/15,Tony-li,,M,,77/Dec/31,,Campo-de-los-toros,Murphykara@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Sep/06,Steven-lee,,M,,39/Feb/26,,17-de-agosto,Thomassanchez@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Dec/03,Sheri-rodriguez,,F,,18/Jan/04,,Aldea-san-andres,Fergusonronald@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Dec/11,Denise-adams,,F,,59/Jan/15,,Cramer,Andrewford@gmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,21/Jan/30,Alan-harris,,M,,68/Aug/27,,Badano,Sgutierrez@hotmail.com
-universidad-abierta-interamericana,Ingeniería-en-informática,20/Dec/11,Kimberly-dawson,,F,,07/Dec/20,,Adolfo-alsina,William80@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Sep/05,Diana-long,,F,,50/Jun/23,,Colonia-margarita,Gonzalestodd@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Sep/28,William-bennett,,M,,88/Oct/11,,Amambay,Jay08@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/18,Desiree-white,,F,,21/Nov/13,,Llavallol,Zfowler@gmail.com
-universidad-abierta-interamericana,Agronomía,21/Jan/10,Nicole-davidson,,F,,33/Mar/29,,Alfaland,Alicia63@yahoo.com
-universidad-abierta-interamericana,Farmacia,21/Jan/22,Claudia-gardner,,F,,80/Apr/27,,Cataratas-del-iguazu,Gtorres@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Sep/04,Derek-adams,,M,,33/May/09,,Luis-chico,Nolanshannon@yahoo.com
-universidad-abierta-interamericana,Agronomía,20/Sep/21,Sabrina-pearson,,F,,31/May/15,,Arroyo-cahunco,Douglascox@gmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Sep/18,David-knox,,M,,78/Apr/10,,Carlos-casares,Abigail81@hotmail.com
-universidad-abierta-interamericana,Bioquímica,20/Dec/17,Brenda-carr,,F,,14/Oct/01,,Arenales,Mathew95@yahoo.com
-universidad-abierta-interamericana,Bioquímica,20/Nov/19,Kathleen-garcia,,F,,00/Feb/21,,Barra-bonita,Lozanoashley@gmail.com
-universidad-abierta-interamericana,Agronomía,20/Dec/12,Daniel-james,,M,,07/Mar/14,,Arroyo-burgos,Mitchelljeffrey@yahoo.com
-universidad-abierta-interamericana,Contador-público-,21/Jan/05,Maurice-jones,,M,,61/Mar/24,,Colonia-ferrari,Nelsonsheryl@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Oct/04,Kristina-perez,,F,,39/Aug/05,,Bagual,Clintonholmes@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Nov/24,Ricardo-young,,M,,50/Nov/07,,San-andres,Jameswilliams@yahoo.com
-universidad-abierta-interamericana,Actuario-,20/Sep/13,Priscilla-torres,,F,,00/Jun/19,,Barros-pazos,Kelly86@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/19,John-hess,,M,,15/Aug/17,,Los-antiguos,Eric99@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Nov/16,Carla-kelley,,F,,41/Sep/13,,Colonia-cello,David15@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/28,Christopher-stevens,,M,,18/Sep/05,,Las-palmas,Maurice39@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Oct/30,John-diaz,,M,,88/Mar/18,,Isla,Kathleenhernandez@yahoo.com
-universidad-abierta-interamericana,Medicina,21/Jan/13,Samantha-ray,,F,,59/Sep/25,,Campo-gimenez,Natalie32@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Nov/27,Amanda-wilson,,F,,41/Jun/13,,Estacion-mazan,Marknorris@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,21/Jan/28,Catherine-silva,,F,,81/Jun/18,,Arroyo-ceibal,Sharontucker@yahoo.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Sep/24,Joshua-russell,,M,,06/Feb/20,,Blas-durañona,Tsmith@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Oct/22,Christian-johnson,,M,,97/Jan/17,,Godoy,Tami91@hotmail.com
-universidad-abierta-interamericana,Bioquímica,20/Sep/01,Derek-fletcher,,M,,05/Jun/04,,Barrio-1-de-mayo,Zharris@yahoo.com
-universidad-abierta-interamericana,Ingeniería-en-informática,21/Jan/16,Jenny-adams,,F,,69/Oct/05,,Alto-verde,Brianmcgee@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Nov/01,Angela-clarke,,F,,47/Sep/02,,Cuartel-vii,Aschmidt@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Dec/31,Cole-moore,,M,,12/Apr/27,,Caimancito,Prandolph@gmail.com
-universidad-abierta-interamericana,Contador-público-,21/Jan/20,Justin-jackson,,M,,24/Oct/30,,Chamical,Wilsonjuan@hotmail.com
-universidad-abierta-interamericana,Contador-público-,20/Oct/21,Michael-smith,,M,,11/Sep/24,,Remedios-de-escalada,Angela08@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,21/Jan/18,Louis-jimenez,,M,,65/Dec/16,,Bonpland,Xstevenson@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Sep/12,Jerry-jones,,M,,07/Mar/10,,Mercado-central,Herrerasarah@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Nov/04,Mary-hughes,,F,,29/Mar/24,,Bordenave,Ycastillo@gmail.com
-universidad-abierta-interamericana,Actuario-,20/Nov/10,Greg-peterson,,M,,43/Jun/20,,El-gualicho,Christine66@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Dec/30,Karen-ross,,F,,03/Sep/06,,El-chumbeau,Tgreen@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/27,Abigail-brown,,F,,73/Jul/26,,Grand-bourg,Bentonheather@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Oct/17,Samantha-horton,,F,,22/Apr/06,,Estela,Wheelerann@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Oct/28,Margaret-wilson,,F,,69/Jan/19,,Bajo-de-los-huesos,Wgraham@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/14,Madison-harris,,F,,69/Sep/09,,El-retiro,Catherinedonovan@gmail.com
-universidad-abierta-interamericana,Ingeniería-en-informática,21/Jan/02,Richard-ponce,,M,,02/May/10,,Aguirrezabala,Xfaulkner@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Nov/09,Pamela-evans,,F,,21/Aug/02,,Garin,Allison18@yahoo.com
-universidad-abierta-interamericana,Contador-público-,20/Oct/03,Laura-garcia,,F,,02/Sep/04,,Ceres,Christinalarson@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Nov/18,Jason-nelson,,M,,52/Dec/29,,Cañada-seca,Heather48@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Dec/30,James-hayes,,M,,14/Aug/15,,Algarrobitos-1ro,Martingiles@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/30,Chad-martinez,,M,,10/Mar/21,,Bañado-verde,Lauren17@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,21/Jan/29,Paul-page,,M,,79/Jan/30,,Del-viso,Henry96@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Dec/28,Mrs.-lori-franklin,,F,,35/Oct/20,,La-viticola,Kathrynschwartz@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Oct/15,Ronald-lewis,,M,,52/Apr/23,,Centinela,Bobby71@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Oct/25,Jessica-miles,,F,,44/Jul/11,,Dina-huapi,Crystal05@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/01,Dr.-stephen-lopez,,M,,07/Jun/27,,Porvenir,John83@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/12,Sherri-diaz,,F,,68/Aug/29,,Frigorifico-cap,Elizabeth22@hotmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Sep/29,Cindy-campbell,,F,,20/Aug/03,,Alvarez,Mercadoangel@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Nov/26,Nicholas-ferguson,,M,,34/Jan/19,,Estancia-santa-catalina,Oliverjohn@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,21/Jan/03,Jonathan-smith,,M,,95/Apr/24,,Grutly,Scottkurt@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Dec/04,Tracey-moore,,F,,65/Nov/05,,Longchamps,Carolinemccall@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/09,Lynn-reed,,F,,07/Mar/17,,Acerillos,Krystaldixon@gmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Dec/13,Vincent-valdez,,M,,09/Aug/07,,Agua-colorada,Brownjeffrey@gmail.com
-universidad-abierta-interamericana,Agronomía,21/Jan/12,Kyle-cardenas,,M,,84/Sep/02,,Colonia-abate,Cabbott@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Sep/16,Christopher-fox,,M,,16/Aug/11,,20-de-febrero,Richardcoleman@yahoo.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Sep/22,Erin-rodriguez,,F,,78/Apr/05,,La-tranca,Uthomas@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/11,James-ramos,,M,,04/Jul/21,,Cortaderas,Joseph20@yahoo.com
-universidad-abierta-interamericana,Actuario-,20/Oct/03,Michelle-wilson,,F,,51/Aug/07,,Barrio-el-tontal,Gnewton@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Oct/17,Robyn-terrell,,F,,03/Feb/07,,Alto-jaguel,Dawn14@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Nov/02,Tyler-lamb,,M,,14/Jul/03,,9-de-julio,Kingtracy@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Nov/30,Samantha-green,,F,,16/Mar/29,,B-los-aromos-san-patricio,Rick81@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/05,Andrew-johnson,,M,,11/Feb/18,,Granadero-baigorria,Smallvanessa@yahoo.com
-universidad-abierta-interamericana,Medicina,21/Jan/01,Chris-lester,,M,,35/Dec/19,,Cascada,Moonvictoria@hotmail.com
-universidad-abierta-interamericana,Actuario-,20/Dec/18,Joshua-houston,,M,,82/Jul/30,,Coronel-pringles,Teresa54@hotmail.com
-universidad-abierta-interamericana,Diseño-industrial,20/Dec/02,Yolanda-terrell,,F,,17/Jan/24,,Otto-bemberg,Katrinasutton@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Oct/07,Donna-warner,,F,,82/Aug/01,,Colonia-bombal-y-tabanera,Lopezjon@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/29,Matthew-steele,,M,,10/Apr/24,,Desvio-kilometro-234,John94@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Sep/08,Stephanie-ramirez,,F,,76/Oct/07,,Balcosna,Lori85@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,21/Jan/18,Laura-frey,,F,,26/Oct/25,,Diamante,Teresastevens@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Oct/21,Nicole-warren,,F,,08/Jul/25,,Capihuas,Derrickarmstrong@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Oct/21,Joshua-cordova,,M,,18/Feb/06,,Aldea-san-antonio,Jason55@hotmail.com
-universidad-abierta-interamericana,Medicina,21/Jan/11,Jason-hunt,,M,,29/Sep/06,,Emilio-lamarca,Nosborn@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Nov/17,Thomas-rodriguez,,M,,52/Sep/04,,Kilometro-184,Lindseyphillips@hotmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,21/Jan/01,Rodney-diaz,,M,,15/Nov/11,,Gobernador-benegas,Rhondahall@gmail.com
-universidad-abierta-interamericana,Diseño-industrial,20/Oct/17,Robert-chen,,M,,90/Dec/10,,Meson-de-fierro,Andreanichols@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Sep/17,Sherry-williams,,F,,07/May/16,,Belgrano,Lindacummings@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Nov/17,Angelica-alvarado,,F,,72/Oct/16,,Agua-de-castilla,Williamsvanessa@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Oct/01,Ann-allen,,F,,78/Oct/07,,17-de-agosto,Marybrown@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Oct/15,Mrs.-dana-fischer,,F,,76/Jun/03,,Centinela,Xadams@hotmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Nov/26,Amber-hamilton,,F,,83/Mar/08,,Amuschina,Gregoryhughes@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Dec/28,Robert-schwartz,,M,,97/Mar/10,,Glew,Harrisonmatthew@yahoo.com
-universidad-abierta-interamericana,Agronomía,20/Nov/23,Patrick-murray,,M,,29/Jun/07,,La-chilca,Jennifer21@yahoo.com
-universidad-abierta-interamericana,Contador-público-,20/Sep/24,Cathy-carrillo,,F,,06/Feb/03,,Asturias,Randy46@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Sep/02,Dustin-kelly,,M,,92/Oct/19,,Lomas-del-mirador,Rachel26@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Oct/01,Jordan-woods,,M,,85/Mar/29,,Colonia-abate,Brandoncastillo@hotmail.com
-universidad-abierta-interamericana,Bioquímica,20/Dec/20,Paula-barnes,,F,,36/Jan/29,,La-querencia,Davidlisa@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Sep/08,Marcus-russell,,M,,92/Mar/10,,Valentin-alsina,Yvonnewolfe@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/09,Brian-richards,,M,,87/Jul/08,,Ingeniero-balbin,Gabrieljones@gmail.com
-universidad-abierta-interamericana,Actuario-,20/Dec/09,Jason-obrien,,M,,60/Mar/14,,Altona,Sherrishaw@hotmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Sep/18,Stephanie-lewis,,F,,45/Aug/02,,Agote,Thensley@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/14,Renee-frost,,F,,44/Jan/28,,Bagual,Jacquelinejohnson@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/20,Phillip-gutierrez,,M,,77/Dec/21,,Colonia-baron,Palmertiffany@yahoo.com
-universidad-abierta-interamericana,Farmacia,21/Jan/10,Sara-parker,,F,,29/Dec/11,,Gobernador-duval,William27@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Sep/17,Samuel-pierce,,M,,67/Oct/27,,Barrientos,Moorekaitlyn@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,21/Jan/19,Joshua-lane,,M,,15/Feb/05,,Colonia-cunci,Randyjoseph@gmail.com
