university,career,last_name,gender,birthdate,age,postal_code,location,email,inscription_date
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,PROFESSOR-EMERITUS,EDWARD-PORTER,M,02-05-2004,,,MANUEL-ALBERTI,ALLISON70@HOTMAIL.COM,2020-02-18
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,COMMISSIONING-EDITOR,LISA-CASE,F,10-12-1969,,,BOCAS,ROBERTJONES@YAHOO.COM,2020-02-16
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FURNITURE-DESIGNER,EMILY-KLINE,F,12-09-1944,,,COSTA-BRAVA,ANDREWROBINSON@HOTMAIL.COM,2020-06-18
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"ENGINEER,-MINING",RYAN-GARDNER,M,18-08-1918,,,MAGGIOLO,BREYNOLDS@YAHOO.COM,2020-03-31
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,OFFICE-MANAGER,JASON-MEYER,M,03-02-1957,,,COLONIA-EGIDO,MATTHEWMCDONALD@HOTMAIL.COM,2020-03-22
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,EARLY-YEARS-TEACHER,EDWARD-JOYCE,M,15-03-1971,,,BARRIO-GARIN-NORTE,AUSTIN28@HOTMAIL.COM,2020-02-29
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CAMERA-OPERATOR,TERRI-MATTHEWS,F,31-08-1911,,,AGUADA,QMATTHEWS@YAHOO.COM,2020-06-26
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,RISK-MANAGER,LORI-HARRIS,F,30-08-1915,,,AMENABAR,UMITCHELL@HOTMAIL.COM,2020-05-04
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,SPORTS-ADMINISTRATOR,ANTONIO-MARTINEZ,M,03-05-1923,,,SEY,HOLMESRYAN@HOTMAIL.COM,2020-06-28
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISPENSING-OPTICIAN,GREGORY-JOHNSON,M,11-11-1932,,,ARANO,JANET52@GMAIL.COM,2020-10-25
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FINANCIAL-RISK-ANALYST,PATRICK-ROWE,M,15-03-1910,,,LLAVALLOL,SYLVIA50@GMAIL.COM,2020-10-27
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"SOCIAL-RESEARCH-OFFICER,-GOVERNMENT",FREDERICK-DAVIS,M,29-03-1988,,,ABRA-VERDE,DARRELLCARTER@YAHOO.COM,2020-05-17
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,PUBLIC-LIBRARIAN,TYLER-ORTEGA,M,18-09-2008,,,INGENIERO-THOMPSON,ELIZABETHDAVIS@HOTMAIL.COM,2020-10-22
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,EQUITIES-TRADER,JORDAN-SMITH,F,25-09-2002,,,PUESTO-DE-ISLA,ERIC57@HOTMAIL.COM,2020-12-31
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,SECONDARY-SCHOOL-TEACHER,CATHERINE-POWELL,F,21-01-2015,,,CAPILLA-GUADALUPE-NORTE,ZHANSON@HOTMAIL.COM,2020-07-28
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,EVENT-ORGANISER,JEREMY-HAMMOND,M,08-07-1940,,,CORACEROS,NRIVERA@HOTMAIL.COM,2020-03-29
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,PLANNING-AND-DEVELOPMENT-SURVEYOR,AMY-CARPENTER,F,08-09-1980,,,COLIQUEO,DCHANG@YAHOO.COM,2020-05-23
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"SOLICITOR,-SCOTLAND",TONY-BENITEZ,M,03-11-1914,,,COLONIA-RIVAS,SUSANBARBER@HOTMAIL.COM,2020-07-15
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,EDUCATIONAL-PSYCHOLOGIST,KIMBERLY-DURAN,F,24-06-1941,,,DOS-HERMANOS,TINA08@YAHOO.COM,2020-09-23
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"TEACHER,-ADULT-EDUCATION",MANUEL-RICHARDS,M,16-07-1938,,,CARRIZAL,LARRY86@HOTMAIL.COM,2020-11-30
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,HEALTH-AND-SAFETY-INSPECTOR,LORI-COLLINS,F,28-05-1937,,,FLORENTINO-AMEGHINO,WILLIAM13@YAHOO.COM,2020-10-07
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"SURVEYOR,-BUILDING",RYAN-RUSSELL,M,26-03-1910,,,HUASA-PAMPA-NORTE,ANDREAROMERO@YAHOO.COM,2020-10-06
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,RACE-RELATIONS-OFFICER,WILLIAM-MALONE,M,23-06-1980,,,VILLA-DOMINICO,BWILLIAMS@YAHOO.COM,2020-11-19
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ASSOCIATE-PROFESSOR,JAMES-WILSON,M,11-11-1920,,,FLORENCIO-VARELA,WILLIAMSNATALIE@HOTMAIL.COM,2020-07-14
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,SPEECH-AND-LANGUAGE-THERAPIST,JESSICA-JONES,F,30-08-1985,,,ASCENCION,UKING@GMAIL.COM,2020-09-16
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"TEACHER,-SECONDARY-SCHOOL",ANTHONY-HOWELL,M,13-12-1967,,,28-DE-NOVIEMBRE,DSULLIVAN@GMAIL.COM,2020-04-08
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,HERBALIST,VINCENT-DAVIS,M,25-04-2005,,,ANGUINAN,GNEWMAN@GMAIL.COM,2020-04-16
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AIR-TRAFFIC-CONTROLLER,BRIAN-HALL,M,09-06-1936,,,AMERICA-UNIDA,HERRERAROGER@HOTMAIL.COM,2020-08-13
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FURNITURE-DESIGNER,ALISON-JONES,F,29-01-1964,,,COLONIA-LOS-BOSQUES,JENNIFERSCOTT@YAHOO.COM,2020-08-17
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LOGISTICS-AND-DISTRIBUTION-MANAGER,CHAD-COLON,M,19-03-1929,,,BATIRUANA,JENNIFER35@YAHOO.COM,2020-07-22
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CARTOGRAPHER,RICHARD-MALONE,M,13-06-2005,,,ESTEBAN-DE-LUCA,SHEILAMCBRIDE@GMAIL.COM,2020-02-11
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AIR-BROKER,HEATHER-MCCULLOUGH,F,16-11-1968,,,AGUA-BOTADA,ELIZABETHFULLER@GMAIL.COM,2020-06-20
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ENGLISH-AS-A-SECOND-LANGUAGE-TEACHER,MARTHA-WOODS,F,05-09-1977,,,COMODORO-RIVADAVIA,JACQUELINE44@HOTMAIL.COM,2020-05-19
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACCOUNTING-TECHNICIAN,RUBEN-WALTON,M,12-02-1936,,,CHANILAO,DAVID87@GMAIL.COM,2020-02-24
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,OSTEOPATH,JEFFERY-PAUL,M,22-12-1917,,,MERLO,JIMENEZJEREMY@YAHOO.COM,2021-01-02
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"RESTAURANT-MANAGER,-FAST-FOOD",ASHLEY-HOLMES,F,25-10-2000,,,DESTILERIA-FISCAL,DESTINY06@HOTMAIL.COM,2020-04-17
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"ADMINISTRATOR,-CIVIL-SERVICE",CHRISTINE-FLORES,F,22-03-1936,,,CAMPO-PEÑA-LOPEZ,LORI29@YAHOO.COM,2020-07-25
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"LECTURER,-FURTHER-EDUCATION",SARA-SMITH,F,11-12-1978,,,CAPAYAN,NATASHA90@YAHOO.COM,2020-06-26
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ART-THERAPIST,ALEXANDER-SNYDER,M,09-03-1951,,,LUIS-GUILLON,GARCIABRANDON@GMAIL.COM,2020-04-23
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MUSEUM/GALLERY-CONSERVATOR,DAVID-HENDERSON,M,15-05-2017,,,CAMPO-REDONDO,KHENDERSON@HOTMAIL.COM,2020-11-16
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DATA-PROCESSING-MANAGER,EVELYN-COOK,F,16-09-1939,,,LOS-CORREDORES,MSNYDER@HOTMAIL.COM,2020-07-13
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LEARNING-DISABILITY-NURSE,JAMES-WILSON,M,05-07-1948,,,COLONIA-CAZAUX,BROWNTOMMY@YAHOO.COM,2020-06-05
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AID-WORKER,SAMANTHA-SALINAS,F,11-03-1954,,,MAGGIOLO,KINGFRANK@GMAIL.COM,2020-04-01
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"COPYWRITER,-ADVERTISING",DESTINY-JONES,F,18-07-1936,,,EDUARDO-COSTA,DAVID79@YAHOO.COM,2020-03-30
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,EDUCATIONAL-PSYCHOLOGIST,MARGARET-POTTER,F,25-06-1942,,,ISLA,GLORIA06@GMAIL.COM,2020-01-12
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,HAEMATOLOGIST,STEVEN-KELLY,M,23-09-1921,,,DEL-VISO,MILLERRACHEL@YAHOO.COM,2020-03-03
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,HOSPITAL-PHARMACIST,REBECCA-MYERS,F,20-12-2014,,,CAMPO-REDONDO,ZMEYERS@YAHOO.COM,2020-05-21
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,OCCUPATIONAL-PSYCHOLOGIST,JEFFERY-HOLMES,M,20-01-1950,,,CAÑADON-DE-LOS-INDIOS,VICTORIAHAWKINS@YAHOO.COM,2020-04-08
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INTERIOR-AND-SPATIAL-DESIGNER,MARCUS-BLAKE,M,23-10-1992,,,CENTRO-AGRICOLA-EL-PATO,CHERYL37@YAHOO.COM,2020-09-11
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"BUYER,-INDUSTRIAL",LAURA-ROBINSON,F,17-11-1985,,,LA-PUNTA,BHUGHES@GMAIL.COM,2020-06-14
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"ENGINEER,-PRODUCTION",CHRISTOPHER-GONZALEZ,M,22-05-1996,,,CAA-YARI,JUSTINLONG@HOTMAIL.COM,2020-03-30
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"ENGINEER,-ELECTRICAL",MATTHEW-CHANDLER,M,26-07-1941,,,EL-JUPITER,REBECCA75@YAHOO.COM,2020-11-22
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,EDUCATION-ADMINISTRATOR,LARRY-MILLER,M,06-08-1969,,,CAMPO-LA-NENA,WILLIAMSJASON@HOTMAIL.COM,2020-11-19
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,OPERATIONAL-RESEARCHER,MATTHEW-WEAVER,M,05-03-1990,,,ARTURO-VATTEONE,JEFFREYBROWN@GMAIL.COM,2020-07-01
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TREE-SURGEON,CRYSTAL-ROGERS-DVM,F,08-01-1987,,,COLONIA-LA-ORACION,FGREEN@HOTMAIL.COM,2020-09-17
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,SEISMIC-INTERPRETER,DAVID-GREEN,M,03-10-1983,,,CALERA-LA-NORMA,JESSICAKHAN@HOTMAIL.COM,2020-09-25
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BONDS-TRADER,DAKOTA-REED,M,17-10-1998,,,AGUA-DE-LA-ZORRA,XMILLER@YAHOO.COM,2020-11-20
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CYTOGENETICIST,CLAYTON-DAWSON,M,20-01-1970,,,MANUEL-ALBERTI,LLAMB@GMAIL.COM,2020-09-12
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TOUR-MANAGER,VINCENT-GORDON,M,12-11-1939,,,LA-QUERENCIA,KELLERJON@HOTMAIL.COM,2020-10-15
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,THERAPEUTIC-RADIOGRAPHER,MICHELLE-PENA,F,14-10-2009,,,SAN-ANDRES,DAVISSARAH@HOTMAIL.COM,2020-07-20
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"CIVIL-ENGINEER,-CONSULTING",ANNE-STEPHENS,F,28-04-2006,,,ABRA-DEL-TAFI,ANNA55@YAHOO.COM,2020-06-20
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,COMPTROLLER,DESTINY-MCCORMICK,F,04-08-1978,,,REMEDIOS-DE-ESCALADA,LEEROY@HOTMAIL.COM,2020-08-31
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARTS-DEVELOPMENT-OFFICER,ANDREW-HANSEN,M,28-10-2012,,,CAMPO-CICARE,MEDINADANIEL@YAHOO.COM,2020-09-30
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,STRUCTURAL-ENGINEER,MICHAEL-HODGES,M,22-04-1963,,,ASCENCION,STEPHANIE35@YAHOO.COM,2020-10-27
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,IMMUNOLOGIST,MARTIN-FRANK,M,22-07-1976,,,BANDA-FLORIDA,PSIMMONS@HOTMAIL.COM,2020-05-01
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"SOLICITOR,-SCOTLAND",WILLIAM-GARCIA,M,06-02-2007,,,GORCHS,ASHLEY92@YAHOO.COM,2020-06-21
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"THERAPIST,-HORTICULTURAL",SHARON-ANDERSON,F,02-08-1939,,,SARANDI,DUNLAPBRANDON@YAHOO.COM,2020-11-23
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,QUALITY-MANAGER,ANTHONY-RODRIGUEZ,M,08-07-1939,,,AGUA-AZUL,SHERRI83@HOTMAIL.COM,2020-03-19
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BIOMEDICAL-SCIENTIST,JUSTIN-BEARD,M,07-06-1936,,,AGUAY,SANDRA99@YAHOO.COM,2020-11-16
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DENTIST,STEPHANIE-FOWLER,F,11-08-2020,,,CULULU,KEVIN62@YAHOO.COM,2020-09-18
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"PROGRAMMER,-APPLICATIONS",AUDREY-DILLON,F,09-12-1970,,,CEBALLOS,TONYA18@HOTMAIL.COM,2020-04-03
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LEARNING-DISABILITY-NURSE,MICHAEL-GONZALES,M,03-03-1913,,,ALTO-DE-LA-LEÑA,CHRISTOPHERGONZALEZ@YAHOO.COM,2020-09-02
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,HOUSING-MANAGER/OFFICER,SAMUEL-LOPEZ,M,09-01-1965,,,CAMPO-COLIQUEO,AVILAANNA@GMAIL.COM,2020-03-27
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ADULT-NURSE,SUSAN-DYER,F,25-02-1972,,,BARRANQUITAS,MORRISONZACHARY@YAHOO.COM,2020-01-09
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"ENGINEER,-STRUCTURAL",MICHAEL-GARCIA,M,17-03-1908,,,CORONEL-CHARLONE,WWILLIAMS@YAHOO.COM,2020-09-05
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,STRUCTURAL-ENGINEER,CHRISTOPHER-CARR,M,06-06-1943,,,BASE-AERONAVAL-CMTE-ESPORA,TIFFANYGREEN@HOTMAIL.COM,2020-03-09
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,PUBLIC-RELATIONS-ACCOUNT-EXECUTIVE,SARAH-HARDING,F,21-01-2019,,,FLORIDA,RACHELJOYCE@YAHOO.COM,2020-10-20
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,VISUAL-MERCHANDISER,WHITNEY-CLARKE,F,27-06-1935,,,2-DE-MAYO,ADAMSCYNTHIA@HOTMAIL.COM,2020-08-20
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,SPORT-AND-EXERCISE-PSYCHOLOGIST,JOHN-ALVAREZ,M,18-09-1937,,,CARLOS-CASARES,KELLY31@YAHOO.COM,2020-11-26
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,SALES-EXECUTIVE,JODY-GREER,F,22-01-1953,,,20-DE-FEBRERO,JONATHANCARTER@GMAIL.COM,2020-02-23
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,HOUSING-MANAGER/OFFICER,AMANDA-BEST,F,13-09-1967,,,CHELFORO,NICHOLSMICHAEL@HOTMAIL.COM,2020-08-01
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"PHARMACIST,-HOSPITAL",ANITA-WARREN,F,27-04-2013,,,9-DE-JULIO,RYANSANDERS@GMAIL.COM,2020-03-15
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ENVIRONMENTAL-EDUCATION-OFFICER,NICOLE-MOORE,F,12-12-1977,,,MONTE-CHINGOLO,BRITTANYSMITH@GMAIL.COM,2020-06-19
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"CIVIL-ENGINEER,-CONSULTING",MEGAN-RILEY,F,27-11-1947,,,ESTACION-CHRISTOPHERSEN,VHAMILTON@HOTMAIL.COM,2020-09-29
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,HIGHER-EDUCATION-CAREERS-ADVISER,NICOLE-CANNON,F,05-10-1960,,,GOBERNADOR-ROCA,MOLINAPAMELA@HOTMAIL.COM,2020-07-17
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"LOSS-ADJUSTER,-CHARTERED",JAMES-CAMPOS,M,28-05-1931,,,CACHIRULO,ARYAN@HOTMAIL.COM,2020-10-26
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"PROGRAMME-RESEARCHER,-BROADCASTING/FILM/VIDEO",AUTUMN-OCONNOR,F,27-08-1910,,,JOSE-CLEMENTE-PAZ,MARCUSBARNES@HOTMAIL.COM,2020-01-13
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,PHOTOGRAPHER,REBEKAH-LEWIS,F,06-01-1993,,,ALDEA-SAN-ANTONIO,MARKHARRIS@HOTMAIL.COM,2020-08-17
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MAGAZINE-FEATURES-EDITOR,AMANDA-THOMPSON,F,18-05-2012,,,ARAUJO,ALICIA44@YAHOO.COM,2020-12-03
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,COMMERCIAL-ART-GALLERY-MANAGER,LISA-FERGUSON,F,18-07-1955,,,KILOMETRO-184,MARGARETGRIFFIN@YAHOO.COM,2020-09-02
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CHIEF-STRATEGY-OFFICER,TYLER-BRAY,M,21-09-1990,,,EL-TRIUNFO,SAMANTHA24@GMAIL.COM,2020-07-06
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DENTIST,OLIVIA-LEWIS,F,25-05-2003,,,CERVANTES,KATRINAWALKER@HOTMAIL.COM,2020-05-12
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,WARDEN/RANGER,DR.-KIMBERLY-CRAIG,F,13-11-1995,,,CEBALLOS,JONESCYNTHIA@HOTMAIL.COM,2020-01-25
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"ENGINEER,-ELECTRONICS",KYLE-SELLERS,M,10-08-1967,,,COLONIA-SANTA-TERESA,CAMPBELLSARA@GMAIL.COM,2020-03-28
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MERCHANT-NAVY-OFFICER,TINA-THORNTON,F,11-04-2011,,,CENTENARIO,DAVIDCHOI@YAHOO.COM,2020-12-17
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ECONOMIST,EVELYN-HALL,F,10-02-1969,,,EL-RINCON,JAMESMOODY@GMAIL.COM,2020-02-17
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BEST-BOY,STEPHANIE-WRIGHT,F,26-05-1957,,,AVANZADA,DOUGLAS42@HOTMAIL.COM,2020-12-21
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARCHIVIST,JUAN-ANDERSON,M,02-04-1944,,,DIAMANTE,JAMES24@HOTMAIL.COM,2020-05-31
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"ENGINEER,-BUILDING-SERVICES",DAVID-MILLER,M,20-11-1950,,,CALERA,CJONES@GMAIL.COM,2020-12-07
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INSURANCE-RISK-SURVEYOR,STEVEN-WILLIAMS,M,21-03-1927,,,IRENEO-PORTELA,MILLERJENNIFER@HOTMAIL.COM,2020-05-18
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FINANCIAL-CONTROLLER,BETTY-WILLIAMS,F,08-03-1987,,,AERO-CLUB-CANAL,ROGER74@HOTMAIL.COM,2020-04-03
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,HIGHER-EDUCATION-CAREERS-ADVISER,ANDREA-HOPKINS,F,16-07-1965,,,ALTO-EL-PUESTO,GRAVESLAURIE@GMAIL.COM,2020-05-14
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TAX-ADVISER,CHELSEA-RODRIGUEZ,F,28-08-2017,,,COLONIA-CELLO,OGREENE@HOTMAIL.COM,2020-07-10
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARCHITECTURAL-TECHNOLOGIST,ALBERT-GRAHAM,M,26-03-1953,,,ANGUIL,LISADAVIS@GMAIL.COM,2020-12-26
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TELEVISION-CAMERA-OPERATOR,VIRGINIA-THOMAS,F,20-07-1929,,,CLASON,OCONNORMICHELLE@YAHOO.COM,2020-06-22
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"SURVEYOR,-HYDROGRAPHIC",VERONICA-YOUNG,F,05-06-1908,,,CIPOLLETTI,COXJAMES@YAHOO.COM,2020-03-18
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FINANCIAL-MANAGER,MICHELLE-AGUIRRE,F,16-05-1925,,,RAMOS-MEJIA,STEVENSONCRYSTAL@YAHOO.COM,2020-05-19
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"PSYCHOLOGIST,-COUNSELLING",KATHRYN-COOK,F,07-08-1955,,,BAHIA-CRACHER,ANTHONYZHANG@GMAIL.COM,2020-12-04
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"DOCTOR,-HOSPITAL",KEITH-LEE,M,14-12-1969,,,COLONIA-BARON,JLEONARD@YAHOO.COM,2020-12-14
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,PHYSIOLOGICAL-SCIENTIST,KENNETH-STEELE,M,28-08-1928,,,ESTACION-SOLA,JULIEBAIRD@YAHOO.COM,2020-03-22
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"RESEARCH-OFFICER,-TRADE-UNION",KEVIN-MARTIN,M,08-05-1921,,,ARENOSO,WDUKE@GMAIL.COM,2020-07-10
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARMED-FORCES-OPERATIONAL-OFFICER,JONATHAN-DIAZ,M,14-09-1948,,,IFRAN,HAYDENGALLEGOS@GMAIL.COM,2020-06-17
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"PSYCHOLOGIST,-COUNSELLING",MR.-TYLER-PHILLIPS,M,14-02-1972,,,AERO-CLUB-CANAL,BRIAN02@YAHOO.COM,2020-02-05
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,PENSION-SCHEME-MANAGER,MICHAEL-MEZA,M,13-06-2004,,,ARROYO-DEL-CURA,LAURENBROCK@YAHOO.COM,2020-03-21
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"ENGINEER,-AERONAUTICAL",JESSICA-GRAY,F,21-07-1910,,,CULULU,JENNAROGERS@HOTMAIL.COM,2020-11-01
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,"THERAPIST,-SPEECH-AND-LANGUAGE",DANIEL-DOWNS,M,20-12-1916,,,CENTELLA,JUSTINGOMEZ@YAHOO.COM,2020-08-09
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,PRODUCTION-MANAGER,BRITTANY-JOHNSON,F,07-01-1976,,,ARROYO-GRANDE,CAITLINMILLER@YAHOO.COM,2020-05-09
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LEARNING-DISABILITY-NURSE,WAYNE-CONLEY,M,25-07-2009,,,CAMPO-QUIÑONES,DOUGLAS79@GMAIL.COM,2020-05-07
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MUSEUM/GALLERY-CONSERVATOR,BREANNA-PONCE,F,01-09-1942,,,OLASCOAGA,YBROWN@GMAIL.COM,2020-07-21
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,YOUTH-WORKER,JUSTIN-BURNS,M,03-11-1910,,,FLORENTINO-AMEGHINO,ELIZABETH11@GMAIL.COM,2020-12-12
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,OCCUPATIONAL-THERAPIST,KRISTEN-MENDEZ,F,10-09-1911,,,VILLA-SABOYA,CHANPETER@GMAIL.COM,2020-10-24
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,PHYSIOLOGICAL-SCIENTIST,DEAN-WILLIAMS,M,19-07-2008,,,EL-ALTILLO,CARROLLADRIAN@YAHOO.COM,2020-05-03
