university,career,inscription_date,first_name,last_name,gender,birth_date,age,postal_code,location,email
universidad tecnológica nacional,licenciatura en artes,2021/01/25,,brian thomas,m,1985/05/21,,,el alto,hallen@yahoo.com
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/27,,sara hayes,f,1916/05/05,,,adolfo rodriguez saa,aromero@gmail.com
universidad tecnológica nacional,medicina,2020/11/15,,michael robertson,m,1944/04/10,,,san mayol,moraneric@yahoo.com
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/10/24,,patrick stephenson dvm,m,1964/10/18,,,capitan castro,hbrown@gmail.com
universidad tecnológica nacional,contador público ,2020/10/13,,paul jordan,m,1978/12/16,,,chanilao,amarshall@gmail.com
universidad tecnológica nacional,contador público ,2020/11/14,,eric rogers,m,1917/10/26,,,cerrillos al sud,kaylee84@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/23,,kathryn lucas,f,1969/08/10,,,langueyu,elizabeth86@yahoo.com
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/15,,kathryn smith,f,1959/11/25,,,cavour,pam05@gmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/01,,megan henderson,f,1955/12/18,,,la california,david80@gmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/12/06,,sean clements,m,1968/07/06,,,barrio emir ramon juarez,qmorrison@gmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/23,,matthew taylor,m,2019/04/08,,,arroyo canelon,krobinson@hotmail.com
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/12/17,,richard neal,m,1973/06/14,,,abra,smartinez@gmail.com
universidad tecnológica nacional,contador público ,2020/10/24,,hannah pena,f,1911/01/14,,,9 de julio,rmejia@yahoo.com
universidad tecnológica nacional,contador público ,2020/12/07,,anthony gill,m,1909/04/05,,,el araza,woodmary@hotmail.com
universidad tecnológica nacional,ingeniería mecánica,2020/12/01,,lisa brown,f,1967/05/24,,,chancay,jacobramos@gmail.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/09/25,,kim miller,f,1978/02/05,,,caraguatay,ldillon@gmail.com
universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/26,,david cole,m,1936/03/20,,,blaquier,robert51@gmail.com
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/12/15,,benjamin mitchell,m,2018/10/28,,,10 de mayo,mcculloughjodi@hotmail.com
universidad tecnológica nacional,ingeniería electrónica,2020/11/29,,danielle harris,f,2005/12/30,,,alejandra,vincentnicholas@hotmail.com
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/29,,russell paul,m,1990/01/03,,,25 de mayo,xhancock@yahoo.com
universidad tecnológica nacional,diseño industrial,2020/09/16,,elizabeth smith,f,1939/04/17,,,colonia clara,amandacharles@gmail.com
universidad tecnológica nacional,licenciatura en psicología,2021/01/15,,caleb adams,m,2020/05/30,,,agua del simbol,dcollins@gmail.com
universidad tecnológica nacional,ingeniería en informática,2020/11/05,,brian howell,m,1958/03/24,,,angaco norte,jamesallen@gmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/09,,robert douglas,m,1921/08/16,,,aldea san gregorio,katherine08@gmail.com
universidad tecnológica nacional,ingeniería electrónica,2020/09/07,,tyler robinson,m,1966/03/08,,,arroyo canelon,westrebecca@gmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/30,,steven matthews,m,1950/07/15,,,colonia mackinlay,graydaniel@gmail.com
universidad tecnológica nacional,medicina,2020/12/11,,christina gibson,f,1953/08/27,,,aguapey,yfoley@gmail.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/15,,stacey khan,f,2013/02/02,,,9 de julio kilometro 20,heidi38@yahoo.com
universidad tecnológica nacional,ciencias veterinarias,2021/01/31,,daniel kim,m,1990/05/06,,,centro comunitario cnia nue,qconway@gmail.com
universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/22,,keith roman,m,2005/12/25,,,alcaraz 1ro,oscarchoi@yahoo.com
universidad tecnológica nacional,bioquímica,2020/11/05,,joshua harris,m,1928/04/30,,,almacen castro,nmccarthy@gmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/14,,catherine kelley,f,1992/03/04,,,avena,lawsonjoshua@gmail.com
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/05,,jordan nguyen,f,2002/08/28,,,cabo san fermin,richardsonamanda@gmail.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/09/09,,leonard campbell,m,1958/10/16,,,colonia beaufort,maryfox@gmail.com
universidad tecnológica nacional,diseño industrial,2021/01/27,,eric stout,m,2002/08/23,,,la pelada,alexandria72@hotmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/11/17,,david miller,m,2008/06/14,,,10 de mayo,jeffreykelley@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/03,,dr. brandon frye dds,m,2015/03/05,,,atencio,butlersarah@hotmail.com
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/21,,daniel warner md,m,1965/04/05,,,empalme frontera,starkstacey@gmail.com
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/15,,daniel smith,m,1933/05/19,,,cushamen,jennifer24@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/12/17,,aaron hansen,m,1907/10/25,,,alejandro petion,michaelmacdonald@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021/01/27,,linda bryant,f,2004/12/02,,,batelito,lacey88@hotmail.com
universidad tecnológica nacional,contador público ,2020/12/22,,rebecca hooper,f,1929/01/20,,,casira,john66@gmail.com
universidad tecnológica nacional,contador público ,2020/10/06,,brooke bailey,f,1995/06/20,,,cerana,udaniels@gmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/14,,brian lopez,m,1971/10/01,,,alto grande,kennethgreen@yahoo.com
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/02/01,,eric shaw,m,1930/01/23,,,doctor domingo harosteguy,lporter@yahoo.com
universidad tecnológica nacional,contador público ,2021/01/07,,mark jones,m,2016/12/20,,,coronel granada,william23@gmail.com
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021/01/04,,richard livingston,m,1925/08/14,,,ampata,reiddarren@gmail.com
universidad tecnológica nacional,agronomía,2020/12/22,,larry taylor,m,1995/02/17,,,arroyo las minas,ystevens@yahoo.com
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/19,,jennifer hardin,f,1944/01/30,,,colpes,imcdowell@gmail.com
universidad tecnológica nacional,técnico para bioterios ,2020/11/26,,thomas gillespie,m,2019/08/18,,,capitan montoya,fordkathy@hotmail.com
universidad tecnológica nacional,bioquímica,2020/09/16,,mary harris,f,1943/10/15,,,centenario,daniel90@gmail.com
universidad tecnológica nacional,agronomía,2020/10/18,,daniel macias,m,1913/09/27,,,bernal este,michaelmckay@gmail.com
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/08,,melanie wilkins,f,1924/10/24,,,alberto flores,jacobsonpamela@yahoo.com
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/19,,andre lewis,m,1943/02/02,,,anasagasti,kking@yahoo.com
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/21,,carlos downs,m,1907/12/02,,,colonia valdez,fsanchez@yahoo.com
universidad tecnológica nacional,técnico para bioterios ,2020/09/22,,lori collins,f,1955/12/03,,,bañadito viejo,morenowendy@yahoo.com
universidad tecnológica nacional,diseño industrial,2021/01/18,,joshua lawrence,m,1972/04/05,,,algarrobo,sarahpeterson@yahoo.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/09,,joel garcia,m,1976/12/09,,,colonia hardy,stevensalexander@hotmail.com
universidad tecnológica nacional,ingeniería electrónica,2020/11/27,,elizabeth smith,f,1918/07/03,,,paso telegrafo,wilkinsonjoseph@gmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/02,,jessica parsons,f,1925/04/05,,,alto de las arañas,moralesivan@hotmail.com
universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/05,,wesley bradley,m,2005/01/08,,,colonia el simbol,amy91@hotmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/10,,brandi evans,f,2010/05/24,,,el guanaco,petersonnicole@gmail.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/10,,david lawrence,m,1967/10/24,,,arroyo corralito,wolfjenny@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/08,,john vasquez,m,2005/05/16,,,colonia adolfo alsina,christopher64@yahoo.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/18,,chelsea ray,f,1960/11/22,,,basail,whitesean@yahoo.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/15,,taylor bennett,f,1992/01/02,,,campo la lima,matthewsmary@gmail.com
universidad tecnológica nacional,licenciatura en sociología ,2020/10/16,,summer klein,f,2000/07/20,,,campo del norte americano,chadcummings@gmail.com
universidad tecnológica nacional,medicina,2020/10/22,,john ford,m,1958/01/19,,,el potrero,elizabeth32@yahoo.com
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/20,,kathryn jones,f,2019/05/30,,,abipones,tmorton@gmail.com
universidad tecnológica nacional,técnico para bioterios ,2020/11/09,,katelyn alexander,f,2010/02/12,,,aconquija,timothy89@gmail.com
universidad tecnológica nacional,contador público ,2020/09/11,,brian mason,m,1974/09/10,,,colonia los sauces,mwolf@gmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/26,,janice lara,f,1936/04/01,,,atreuco,alijulie@yahoo.com
universidad tecnológica nacional,ingeniería en informática,2020/11/15,,donald eaton,m,1976/11/07,,,17 de agosto,thomasamber@hotmail.com
universidad tecnológica nacional,agronomía,2020/10/20,,ronald baldwin,m,1994/09/06,,,banda varela,smontgomery@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/23,,cheryl smith,f,1961/07/04,,,canning,jeffreykrause@gmail.com
universidad tecnológica nacional,farmacia,2020/10/04,,kyle sellers,m,1958/08/25,,,9 de abril,oashley@gmail.com
universidad tecnológica nacional,técnico para bioterios ,2020/11/30,,andrew martin md,m,1923/02/03,,,estacion christophersen,johnhodges@yahoo.com
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/18,,brianna harrison,f,1922/02/13,,,chivilcoy,samantha49@gmail.com
universidad tecnológica nacional,licenciatura en artes,2020/10/28,,anthony shah,m,2020/09/06,,,kilometro 125,fgilmore@yahoo.com
universidad tecnológica nacional,licenciatura en artes,2020/10/15,,ryan hernandez,m,1912/06/07,,,banda florida,leblancrachel@gmail.com
universidad tecnológica nacional,ciencias veterinarias,2020/10/02,,michael knight,m,2002/04/04,,,comodoro rivadavia,bhancock@gmail.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/23,,katie hall,f,2007/04/30,,,costa del este,swebb@yahoo.com
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/01,,nicole herrera,f,1973/04/23,,,jose leon suarez,gordonhale@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/04,,albert mueller,m,1943/11/04,,,arrayanal,heather84@gmail.com
universidad tecnológica nacional,diseño industrial,2020/11/10,,tom boyd iii,m,1939/07/18,,,balsa,fanderson@yahoo.com
universidad tecnológica nacional,arquitectura,2021/01/26,,anna maynard,f,1960/12/20,,,el trebol,glee@hotmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/05,,michael vaughn,m,1935/04/21,,,el sombrerito,annamcdowell@gmail.com
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/21,,jonathan steele,m,1937/12/22,,,barrio el tontal,andreewing@yahoo.com
universidad tecnológica nacional,ingeniería mecánica,2020/12/25,,lori smith,f,1925/10/30,,,granadero baigorria,anna33@yahoo.com
universidad tecnológica nacional,medicina,2020/12/01,,timothy james,m,1999/02/24,,,calera,vjohnson@yahoo.com
universidad tecnológica nacional,licenciatura en psicología,2020/09/13,,nicholas thompson,m,1956/05/23,,,isidro casanova,hschmitt@yahoo.com
universidad tecnológica nacional,bioquímica,2020/10/01,,tiffany glover,f,1925/09/13,,,antonio tomas sud,fnielsen@gmail.com
universidad tecnológica nacional,diseño industrial,2020/11/23,,stephanie banks,f,1930/04/03,,,agua rica,alexandersharp@gmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/17,,donald burton,m,1974/07/21,,,san francisco solano,petersenstephanie@hotmail.com
universidad tecnológica nacional,ciencias veterinarias,2020/12/31,,melanie ellison,f,1967/07/07,,,chumbicha,davidtanner@hotmail.com
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/11,,kara watson,f,1966/10/05,,,boca p 25,harristanya@gmail.com
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/23,,amy miller,f,1925/09/09,,,estela,inguyen@yahoo.com
universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/02,,james bowman,m,1915/02/01,,,temperley,jacksonkristina@gmail.com
universidad tecnológica nacional,técnico para bioterios ,2020/11/28,,michael johnson,m,1933/10/11,,,cachel,cervantesloretta@yahoo.com
universidad tecnológica nacional,ingeniería en informática,2020/12/20,,heidi byrd,f,1962/09/10,,,alto del puesto,mark05@yahoo.com
universidad tecnológica nacional,medicina,2020/12/01,,sarah davis,f,1984/08/10,,,campo galloso,davidsimmons@gmail.com
universidad tecnológica nacional,diseño industrial,2020/10/29,,paul taylor,m,1992/01/24,,,leubuco,stephanietrujillo@yahoo.com
universidad tecnológica nacional,diseño industrial,2020/11/27,,robert butler jr.,m,1985/07/13,,,cristolia,xjones@yahoo.com
universidad tecnológica nacional,bioquímica,2020/12/05,,julie wilson,f,1952/07/19,,,espartillar,samantha14@hotmail.com
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/03,,stuart butler,m,1981/08/23,,,san genaro norte,kwhite@yahoo.com
universidad tecnológica nacional,ingeniería en informática,2020/11/09,,kevin alvarado,m,1919/03/17,,,juancho,theresaduncan@hotmail.com
universidad tecnológica nacional,licenciatura en artes,2020/10/14,,isaac bailey,m,2012/06/08,,,colonia loma negra,xpowell@gmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/23,,justin thomas,m,1909/06/28,,,antumpa,brittanysmith@yahoo.com
universidad tecnológica nacional,medicina,2020/10/04,,jason liu,m,1924/11/22,,,cabaña el cisne,morenobrad@hotmail.com
universidad tecnológica nacional,licenciatura en artes,2020/09/15,,charles thompson,m,1955/12/23,,,villa dominico,samuelfields@yahoo.com
universidad tecnológica nacional,ingeniería electrónica,2020/10/04,,trevor jacobs,m,1978/11/28,,,arroyo quintana,danielstewart@yahoo.com
universidad tecnológica nacional,contador público ,2020/11/27,,nicole stanton,f,1932/11/03,,,alto calilegua,awallace@yahoo.com
universidad tecnológica nacional,ciencias veterinarias,2020/12/02,,shannon west,m,1918/03/17,,,cora,vsantiago@gmail.com
universidad tecnológica nacional,bioquímica,2021/01/11,,rachel brown,f,1913/05/13,,,cachiyuyal,joshua90@yahoo.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/25,,anthony snyder,m,1985/06/09,,,aguada de la peña,adamwerner@hotmail.com
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/02,,julie jensen,f,1938/08/14,,,el brete,emay@gmail.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/18,,kevin vazquez,m,1964/11/23,,,arturo vatteone,pamelabarrett@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/12,,john hogan,m,1973/02/18,,,acasape,jamesdennis@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/26,,lauren smith,f,1978/05/06,,,aguas buenas,derricklawrence@hotmail.com
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/18,,william kennedy,m,1916/04/25,,,campo medina,krivera@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/19,,kristen carter,f,1989/08/03,,,colonia el potrero,hrasmussen@gmail.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021/01/07,,lauren navarro,f,1923/12/22,,,ingeniero beaugey,adam29@gmail.com
universidad tecnológica nacional,agronomía,2020/10/10,,michael nelson,m,2001/05/11,,,campo el mataco,kimberlyvalencia@yahoo.com
universidad tecnológica nacional,diseño industrial,2021/01/10,,nancy davis,f,2011/07/08,,,chanilao,kyliegriffin@yahoo.com
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/07,,anthony parks,m,1982/10/21,,,coronel granada,jasminetrujillo@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/22,,victoria clay md,f,1959/07/04,,,estacion mazan,ronald40@hotmail.com
universidad tecnológica nacional,medicina,2020/10/23,,amber chandler,f,1927/03/25,,,23 de agosto,rachelrussell@hotmail.com
universidad tecnológica nacional,ingeniería en informática,2020/12/07,,jonathan alvarez,m,1927/01/10,,,lomas de zamora,evan63@hotmail.com
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/02/01,,robert williams,m,1983/06/30,,,colonia rusa,francisdillon@yahoo.com
universidad tecnológica nacional,farmacia,2021/01/01,,chad brooks,m,1956/12/04,,,barro negro,tmckenzie@yahoo.com
universidad tecnológica nacional,farmacia,2020/11/18,,christopher murphy,m,1914/04/29,,,perez,ibrown@gmail.com
universidad tecnológica nacional,licenciatura en administración ,2020/10/19,,justin smith,m,2019/05/21,,,alpasinche,sandovalmelissa@gmail.com
universidad tecnológica nacional,ingeniería mecánica,2020/12/19,,anthony williams,m,2019/01/12,,,carreras,alex17@hotmail.com
universidad tecnológica nacional,licenciatura en psicología,2020/12/23,,larry martinez,m,1921/11/02,,,chelforo,terry64@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/21,,christopher ramos,m,1978/12/30,,,cachel,randychang@gmail.com
universidad tecnológica nacional,ciencias veterinarias,2021/02/01,,melissa meza,f,1935/12/03,,,cerana,bellsarah@hotmail.com
universidad tecnológica nacional,farmacia,2021/01/20,,mark trevino,m,1940/04/01,,,arroyo pescado,paynejoseph@yahoo.com
universidad tecnológica nacional,técnico para bioterios ,2020/10/25,,joseph durham,m,1925/03/31,,,estancia las isletas,bmoore@hotmail.com
universidad tecnológica nacional,farmacia,2020/10/06,,diana rodriguez,f,2005/02/27,,,22 de diciembre,harrisnicole@gmail.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/09,,joel greene,m,1958/03/06,,,arenoso,garnererica@hotmail.com
universidad tecnológica nacional,licenciatura en psicología,2020/10/22,,anthony powell,m,1982/12/07,,,valle de las leñas,ddavidson@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/29,,diane davis,f,1951/10/03,,,atreuco,zriddle@hotmail.com
universidad tecnológica nacional,licenciatura en musicoterapia,2020/09/30,,david marks,m,1939/04/21,,,campo de los andes,crystalnichols@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/14,,jason pierce,m,1983/12/14,,,baldes de pacheco,sierrabarrett@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/12,,jake phillips,m,1919/03/18,,,arbol solo,thomas72@yahoo.com
universidad tecnológica nacional,técnico para bioterios ,2020/12/27,,kevin perez,m,1963/11/03,,,abo nezu,carriebaker@hotmail.com
universidad tecnológica nacional,actuario ,2020/10/13,,reginald ward,m,2012/07/10,,,alma grande,michael15@hotmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/02,,ellen atkins,f,1961/05/14,,,almacen cristian schubert,joelmccoy@gmail.com
universidad tecnológica nacional,ciencias veterinarias,2020/12/27,,melissa mann,f,1970/02/16,,,campo huber,aprilgardner@yahoo.com
universidad tecnológica nacional,ciencias veterinarias,2020/10/24,,mr. jordan lynn,m,1948/01/30,,,campo el bermejo,fieldsjennifer@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/02,,caitlyn allen,f,1954/10/04,,,olascoaga,riveradustin@yahoo.com
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/02,,nicole foster,f,1989/05/22,,,cespedes,daniel11@gmail.com
universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/28,,jared reynolds,m,1922/07/06,,,jose maria blanco,ryan49@gmail.com
universidad tecnológica nacional,técnico para bioterios ,2021/01/05,,gary perry,m,1944/10/16,,,cavour,martinwesley@yahoo.com
universidad tecnológica nacional,farmacia,2020/09/04,,erin ellis,f,2004/01/08,,,algarrobo,judith31@gmail.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/22,,larry hays,m,1925/07/19,,,alcaracito,pcampbell@yahoo.com
universidad tecnológica nacional,medicina,2020/09/28,,zachary thomas,m,1949/10/01,,,agua blanca,alex40@gmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/29,,keith crawford,m,2018/11/18,,,crispi,wyattjavier@gmail.com
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/10/03,,kelsey allen,f,1950/09/07,,,aldea santa maria,hblake@hotmail.com
universidad tecnológica nacional,contador público ,2021/01/21,,cheryl welch,f,1951/03/29,,,aldea brasilera,daniel63@gmail.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/13,,andrew harris,m,1920/10/14,,,la limpia,michaelmitchell@yahoo.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/04,,eileen howard,f,2019/02/09,,,el bombero,mistyking@hotmail.com
universidad tecnológica nacional,ingeniería mecánica,2020/11/04,,dennis martinez,m,1962/03/09,,,agua del simbol,imoses@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/29,,michelle peterson,f,1990/11/10,,,edmundo perkins,aaguirre@yahoo.com
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/15,,grant pena,m,1973/10/11,,,cañadita,sullivannancy@gmail.com
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/11,,darlene nunez,f,1974/03/01,,,aguada cecilio,elizabethlopez@gmail.com
universidad tecnológica nacional,licenciatura en artes,2020/09/16,,mr. brandon gill,m,1985/03/02,,,cafferata,jesse05@hotmail.com
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/16,,mark ross,m,1935/07/16,,,aromos,dylanmiller@yahoo.com
universidad tecnológica nacional,licenciatura en psicología,2020/10/29,,meredith brown,f,1934/08/03,,,25 de mayo,xjuarez@hotmail.com
universidad tecnológica nacional,diseño industrial,2021/01/10,,john jones,m,2018/05/13,,,colonia japonesa,christopher09@gmail.com
universidad tecnológica nacional,contador público ,2020/10/23,,johnathan hernandez,m,2000/01/15,,,san fernando,pricegregory@hotmail.com
universidad tecnológica nacional,licenciatura en administración ,2020/10/13,,gregory christensen,m,1976/11/06,,,aldea san jorge,lisamcpherson@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/27,,jennifer christian,f,1941/11/26,,,el alto,ronaldbrown@gmail.com
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/03,,michelle thomas,f,2013/09/23,,,alegre,sandovallisa@gmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/19,,connie chapman,f,1999/06/13,,,9 de julio,robertlawson@yahoo.com
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/11/13,,spencer ramirez,m,1924/07/15,,,4 de febrero,jdavis@yahoo.com
universidad tecnológica nacional,farmacia,2020/09/22,,matthew franklin,m,1981/05/22,,,cupiles,fyoung@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/10/09,,jason lucero,m,1906/06/08,,,luis guillon,daltongarza@yahoo.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/11/26,,patricia patel,f,2020/08/26,,,alcaraz norte,morganjennifer@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/12,,jesse sanchez,m,1918/10/07,,,angelita,daniel15@gmail.com
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/03,,dominique jackson,f,1931/09/06,,,san andres,wsmith@gmail.com
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/19,,alexander dunn,m,1905/12/20,,,wheelwright,tamara67@gmail.com
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/01,,kimberly jennings,f,1920/12/15,,,el campamento,twilson@hotmail.com
universidad tecnológica nacional,ingeniería electrónica,2021/01/08,,patrick howard,m,1923/10/19,,,camaron chico,jason00@gmail.com
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/06,,ronald parker,m,1985/05/06,,,del valle,joshua68@gmail.com
universidad tecnológica nacional,agronomía,2020/12/02,,alfred ward,m,2002/12/26,,,arroyo,samanthacoffey@gmail.com
universidad tecnológica nacional,arquitectura,2020/11/12,,victoria thompson,f,1918/11/04,,,alamo,marshallpatrick@gmail.com
universidad tecnológica nacional,medicina,2020/12/04,,daniel schroeder,m,2011/05/20,,,9 de julio,smithgabriel@hotmail.com
universidad tecnológica nacional,licenciatura en psicología,2020/11/06,,kevin knapp,m,2014/11/07,,,escuela agricola don bosco,marygibbs@yahoo.com
universidad tecnológica nacional,licenciatura en psicología,2020/10/20,,cindy austin,f,2012/11/05,,,baños termales,aibarra@hotmail.com
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/05,,karen cameron,f,1906/02/08,,,estancia las isletas,stevensmith@hotmail.com
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/23,,kristin perez,f,1967/06/20,,,costa del rio azul,morganjeremy@gmail.com
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/20,,autumn meyer,f,1917/03/28,,,bajo guazu,zachary71@hotmail.com
universidad tecnológica nacional,bioquímica,2020/11/05,,christina marshall,f,1963/01/01,,,el campamento,jon41@yahoo.com
universidad tecnológica nacional,ingeniería electrónica,2021/01/13,,jessica leach,f,1927/06/04,,,francisco alvarez,jjackson@hotmail.com
universidad tecnológica nacional,licenciatura en psicología,2020/12/03,,caitlyn rivera,f,1979/07/03,,,alvear,bellbrandi@gmail.com
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/23,,todd lambert,m,2014/03/26,,,campo horquesco,vincentjennifer@hotmail.com
universidad tecnológica nacional,agronomía,2020/10/21,,melissa solis,f,1961/03/24,,,alto de las plumas,melissamoore@gmail.com
universidad tecnológica nacional,licenciatura en administración ,2020/11/20,,matthew collins,m,2015/04/21,,,apeadero guanacache,vancejonathan@gmail.com
universidad tecnológica nacional,ciencias veterinarias,2020/11/18,,jorge barton,m,1947/03/22,,,colonia abate,hulldarlene@yahoo.com
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/31,,andrea rivera,f,2020/06/08,,,olascoaga,elizabethmarshall@yahoo.com
universidad tecnológica nacional,licenciatura en administración ,2020/12/01,,matthew hayes,m,1909/11/26,,,colonia los tres usaris,florestyler@hotmail.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/07,,donna wood,f,2003/09/26,,,la colina,joshuanorman@hotmail.com
universidad tecnológica nacional,ciencias veterinarias,2020/10/25,,stanley johns,m,1926/11/29,,,claudio c molina,jasontrevino@yahoo.com
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/10,,jordan jimenez,f,1971/01/16,,,campo largo,stephen84@gmail.com
universidad tecnológica nacional,ingeniería en informática,2021/01/17,,heather spears,f,1968/03/15,,,villa angelica,darren74@gmail.com
