,university,career,inscription_date,last_name,gender,age,postal_code,location,email
211,universidad nacional de río cuarto,licenciatura en administración ,2020-08-21,danielle nelson,female,56,5595,cupiles,melissachandler@yahoo.com
212,universidad nacional de río cuarto,licenciatura en psicología,2020-03-20,steven powers,male,94,8180,colonia dr gdor udaondo,meredith09@hotmail.com
213,universidad nacional de río cuarto,bioquímica,2020-09-21,joshua powell,male,45,3416,arroyo ceibal,garrisondominic@gmail.com
214,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2020-11-20,scott cox,male,15,1686,hurlingham,brendamorales@yahoo.com
215,universidad nacional de río cuarto,farmacia,2020-09-20,matthew hernandez,male,45,3203,arroyo grande,wholt@hotmail.com
216,universidad nacional de río cuarto,licenciatura en ciencia política ,2020-03-21,erin avila dds,female,32,6740,chacabuco,amber69@yahoo.com
217,universidad nacional de río cuarto,licenciatura en ciencia política ,2020-04-21,jon randolph,male,75,8168,sierra de la ventana,qreynolds@hotmail.com
218,universidad nacional de río cuarto,licenciatura en sociología ,2020-10-20,michelle perry,female,75,9217,cholila,marcusparks@yahoo.com
219,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2020-10-20,marcus fuller,male,11,8127,estela,herrerasarah@yahoo.com
220,universidad nacional de río cuarto,licenciatura en planificación y diseño del paisaje,2020-07-20,nicole lee,female,7,7109,barrio pedro rocco,ashley39@yahoo.com
221,universidad nacional de río cuarto,contador público ,2020-11-20,benjamin sanchez,male,79,9041,los antiguos,kjohnson@yahoo.com
222,universidad nacional de río cuarto,licenciatura en sociología ,2020-06-21,paul mejia,male,58,5467,acerillos,bmatthews@yahoo.com
223,universidad nacional de río cuarto,ingeniería en informática,2020-08-21,peggy flores,female,18,1870,avellaneda,rpage@yahoo.com
224,universidad nacional de río cuarto,licenciatura en ciencia política ,2020-05-21,john vaughan,male,23,4151,bajo de los sueldos,ashleybowers@gmail.com
225,universidad nacional de río cuarto,licenciatura en ciencias biológicas,2020-07-21,heidi thompson,female,51,6721,azcuenaga,ybowen@yahoo.com
226,universidad nacional de río cuarto,arquitectura,2020-09-21,troy rodriguez,male,66,1737,kilometro 77,cantrelljanet@yahoo.com
227,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2020-03-21,andrew simon,male,87,7007,caminera napaleofu,patrickatkins@hotmail.com
228,universidad nacional de río cuarto,diseño de imagen y sonido,2020-01-20,austin hansen,male,12,7161,labarden,stephanie60@gmail.com
229,universidad nacional de río cuarto,licenciatura en sociología ,2020-09-21,john myers,male,56,4103,bajo de raco,kristenflores@yahoo.com
230,universidad nacional de río cuarto,ingeniería mecánica,2020-04-21,james maynard,male,88,3111,almacen cristian schubert,jenniferhunter@hotmail.com
231,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2020-05-21,rebecca bradley,female,45,2903,erezcano,ftaylor@gmail.com
232,universidad nacional de río cuarto,licenciatura en sociología ,2020-03-21,sandra martinez,female,73,1929,base naval rio santiago,leslie05@gmail.com
233,universidad nacional de río cuarto,diseño industrial,2020-07-20,mary morgan,female,34,9041,los antiguos,whitneysteven@yahoo.com
234,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2020-06-20,justin grimes,male,10,4700,banda varela,upena@yahoo.com
235,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2020-11-19,megan stark,female,13,2618,carmen,kenneth42@yahoo.com
236,universidad nacional de río cuarto,contador público ,2020-03-20,courtney watkins,female,80,4719,balcosna,christopher16@hotmail.com
237,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2020-03-21,nicole brown,female,16,1825,monte chingolo,nbrown@yahoo.com
238,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2020-06-20,alexander walker,male,52,2440,barrio belgrano ortiz,vpeterson@yahoo.com
239,universidad nacional de río cuarto,diseño de imagen y sonido,2020-10-21,brandon richmond,male,55,7113,la lucila del mar,frenchmarco@yahoo.com
240,universidad nacional de río cuarto,agronomía,2020-12-19,david stewart,male,14,6000,barrio carosio,robert18@hotmail.com
241,universidad nacional de río cuarto,ingeniería en informática,2020-11-21,kimberly sexton,female,60,2700,barrio trocha,david45@hotmail.com
242,universidad nacional de río cuarto,licenciatura en musicoterapia,2020-08-21,melissa gray,female,16,4168,agua blanca,teresa97@hotmail.com
243,universidad nacional de río cuarto,técnico para bioterios ,2020-11-21,daniel miller,male,4,2918,empalme villa constitucion,john24@yahoo.com
244,universidad nacional de río cuarto,licenciatura en sociología ,2020-01-21,benjamin ruiz,male,50,2707,4 de noviembre,juanmurphy@hotmail.com
245,universidad nacional de río cuarto,diseño industrial,2020-12-20,theresa hicks,female,62,3263,1 de mayo,floydjacqueline@gmail.com
246,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2020-04-21,nicholas reynolds,male,87,9040,cañadon botello,rodriguezariel@hotmail.com
247,universidad nacional de río cuarto,contador público ,2020-08-21,robert hartman,male,5,7161,labarden,sarahwebster@hotmail.com
248,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2020-10-21,brady stevenson,male,4,3111,almacen cristian schubert,rdunn@hotmail.com
249,universidad nacional de río cuarto,ingeniería mecánica,2020-09-21,justin dickerson,male,74,3074,colonia el simbol,tammie60@hotmail.com
250,universidad nacional de río cuarto,medicina,2020-03-21,william peterson,male,50,4129,cañada,allenwesley@gmail.com
251,universidad nacional de río cuarto,ingeniería electrónica,2020-10-21,adam smith,male,91,4184,bustamante,therman@yahoo.com
252,universidad nacional de río cuarto,técnico para bioterios ,2020-06-20,linda larson,female,39,2126,alvear,jesuswilson@gmail.com
253,universidad nacional de río cuarto,medicina,2020-03-21,kimberly ware,female,62,6438,masurel,cjohnson@gmail.com
254,universidad nacional de río cuarto,actuario ,2020-03-20,andrew leonard,male,11,3534,colonia el aguara,calvin89@gmail.com
255,universidad nacional de río cuarto,diseño industrial,2020-01-21,anthony mckinney,male,29,3382,colonia cunci,ashley86@hotmail.com
256,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2020-01-20,daniel stuart,male,8,1716,libertad,christina05@yahoo.com
257,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2020-02-21,kelli daniel,female,59,7607,balneario atlantida,paulturner@hotmail.com
258,universidad nacional de río cuarto,licenciatura en musicoterapia,2020-01-21,justin walker,male,0,8185,campo del norte americano,nicholaswilson@gmail.com
259,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2020-02-20,scott patel,male,39,3234,bonpland,charlesanderson@hotmail.com
260,universidad nacional de río cuarto,licenciatura en musicoterapia,2020-10-21,oscar roth,male,83,8520,aguada del loro,vsimmons@gmail.com
261,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2020-05-20,aaron shepherd,male,18,6612,capdepont,trevinotiffany@yahoo.com
262,universidad nacional de río cuarto,ingeniería en informática,2020-11-19,tamara shelton,female,68,3376,gobernador lanusse,sextoncrystal@hotmail.com
263,universidad nacional de río cuarto,ingeniería en informática,2020-08-20,michael rasmussen,male,91,4705,aguadita,joshua97@hotmail.com
264,universidad nacional de río cuarto,diseño de imagen y sonido,2020-04-20,heather wheeler,female,21,3114,aldea maria luisa,dennis27@gmail.com
265,universidad nacional de río cuarto,ingeniería en informática,2020-02-20,david kramer,male,70,7318,colonia hinojo,meghancampbell@gmail.com
266,universidad nacional de río cuarto,ingeniería mecánica,2020-10-21,michael baldwin,male,59,6013,baigorrita,victoriahill@gmail.com
267,universidad nacional de río cuarto,licenciatura en musicoterapia,2020-01-20,travis harrison,male,7,2824,britos,jlucas@hotmail.com
268,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2020-04-21,kim osborne,female,38,4413,catua,ygeorge@yahoo.com
269,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2020-08-21,gary walker,male,51,1814,barrio 1 de mayo,gomezamber@yahoo.com
270,universidad nacional de río cuarto,contador público ,2020-12-20,robert keller,male,83,3451,batelito,hcarter@yahoo.com
271,universidad nacional de río cuarto,arquitectura,2020-09-21,susan miller,female,46,3170,alberto gerchunoff,dpeters@yahoo.com
272,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2020-05-21,glen lawson,male,56,7541,d orbigny,shelby98@gmail.com
273,universidad nacional de río cuarto,licenciatura en producción de bioimagenes,2020-10-19,nicholas cohen,male,70,1625,arroyo canelon,thomasroberts@yahoo.com
274,universidad nacional de río cuarto,farmacia,2020-06-21,kent johnson,male,1,7009,iraola,ginachristian@gmail.com
275,universidad nacional de río cuarto,licenciatura en sociología ,2020-12-19,heather morgan,female,13,3351,azara,michaelandrade@hotmail.com
276,universidad nacional de río cuarto,ciencias veterinarias,2020-04-20,derek moore,male,19,5317,apoyaco,xpena@yahoo.com
277,universidad nacional de río cuarto,actuario ,2020-09-20,kevin valentine,male,8,7240,kilometro 112,hernandezjason@hotmail.com
278,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2020-06-21,emily morales,female,12,2123,campo calvo,veronica39@hotmail.com
279,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2020-07-20,jennifer morris,female,12,4740,agua salada,angelawebb@gmail.com
280,universidad nacional de río cuarto,licenciatura en sociología ,2020-04-21,stephen morrison,male,8,3317,arroyo magdalena,abigailking@yahoo.com
281,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2020-02-20,jessica rodriguez,female,6,5331,andalucia,michael72@gmail.com
282,universidad nacional de río cuarto,agronomía,2020-09-20,kaitlin johnson,female,6,6628,colonia zambungo,asaunders@hotmail.com
283,universidad nacional de río cuarto,ingeniería electrónica,2020-09-20,keith delacruz,male,3,9303,cañadon del toro,barry04@gmail.com
284,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2020-11-19,melanie shaw,female,48,2751,almacen castro,jallen@gmail.com
285,universidad nacional de río cuarto,ingeniería en informática,2020-11-19,tim moore,male,49,3585,el sombrerito,roberthoffman@yahoo.com
286,universidad nacional de río cuarto,ingeniería electrónica,2020-07-21,richard simmons,male,6,8508,ambrosio p lezica,kevin22@gmail.com
287,universidad nacional de río cuarto,técnico para bioterios ,2020-06-21,lindsay hoover,female,75,3144,alcaraz 1ro,sheachristopher@gmail.com
288,universidad nacional de río cuarto,licenciatura en producción de bioimagenes,2020-02-20,mary hughes,female,54,2248,bernardo de irigoyen,griffinpeter@gmail.com
289,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2020-12-20,danielle mclean,female,47,2852,alarcon,beckdaniel@gmail.com
290,universidad nacional de río cuarto,diseño industrial,2020-11-20,joshua adams,male,38,2170,candelaria sud,nfletcher@hotmail.com
291,universidad nacional de río cuarto,ingeniería electrónica,2020-04-21,jared santiago,male,5,7226,gorchs,amber33@hotmail.com
292,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2020-07-21,denise mueller,female,8,8534,aguada cecilio,dodsonamy@yahoo.com
293,universidad nacional de río cuarto,ingeniería en informática,2020-03-21,andrew boyd,male,55,3580,kilometro 408,jkaufman@yahoo.com
294,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-04-20,kristen hernandez,female,53,4707,chañarcito,jeanne25@yahoo.com
295,universidad nacional de río cuarto,agronomía,2020-02-21,levi byrd,male,14,5429,el abanico,tjohnson@hotmail.com
296,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2020-09-20,sara richardson,female,27,3183,albariño,hsavage@gmail.com
297,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2020-12-21,travis long,male,45,2111,francisco paz,larrybrown@yahoo.com
298,universidad nacional de río cuarto,licenciatura en artes,2020-01-20,jennifer vargas,female,54,8363,colonia josefa,johncharles@gmail.com
299,universidad nacional de río cuarto,licenciatura en administración ,2020-08-20,andrew johnson,male,49,8536,chipauquil,wflores@yahoo.com
300,universidad nacional de río cuarto,bioquímica,2020-08-21,kenneth williamson phd,male,6,5555,puente del inca,tonyjoseph@gmail.com
301,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-10-19,mrs. christy diaz,female,2,7119,cari larquea,christophermoreno@yahoo.com
302,universidad nacional de río cuarto,licenciatura en ciencia política ,2020-03-21,sarah reyes,female,2,6216,bagual,tayloramber@hotmail.com
303,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2020-08-20,dawn roman,female,48,3018,candioti,marythompson@gmail.com
304,universidad nacional de río cuarto,licenciatura en producción de bioimagenes,2020-02-21,linda barber,female,12,2440,barrio belgrano ortiz,kimberlyjenkins@gmail.com
305,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2020-08-21,rebecca gillespie,female,12,9203,aldea escolar,reyesadrian@gmail.com
306,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2020-08-21,joel walker,male,85,3158,20 de septiembre,mark48@yahoo.com
307,universidad nacional de río cuarto,diseño de imagen y sonido,2020-08-21,andre boyer,male,12,4715,agua verde,cheryl96@yahoo.com
308,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2020-06-21,theresa bailey,female,20,6706,est jauregui va flandria,xhill@yahoo.com
309,universidad nacional de río cuarto,licenciatura en artes,2020-06-20,kelly payne,female,70,6034,colonia alberdi,sonya18@yahoo.com
310,universidad nacional de río cuarto,licenciatura en artes,2020-11-20,daisy hoffman,female,12,2826,aldea san antonio,zleblanc@gmail.com
311,universidad nacional de río cuarto,licenciatura en musicoterapia,2020-01-21,clayton jones,male,21,2501,berretta,brett22@hotmail.com
312,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-09-21,dr. laura livingston,female,36,1879,quilmes oeste,lhooper@gmail.com
313,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-03-21,andrea caldwell,female,97,8402,dina huapi,qmoyer@gmail.com
314,universidad nacional de río cuarto,licenciatura en planificación y diseño del paisaje,2020-04-20,christina walker,female,35,3016,san jose,costaryan@hotmail.com
315,universidad nacional de río cuarto,agronomía,2020-11-19,william wilson,male,82,3040,asuncion maria,laurenwilliams@hotmail.com
316,universidad nacional de río cuarto,diseño de imagen y sonido,2020-07-20,nancy gonzalez,female,2,8424,aguada de guerra,shannon40@gmail.com
317,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2020-01-20,melissa mason,female,27,6661,blas durañona,mhernandez@hotmail.com
318,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2020-08-21,holly williams,female,31,7639,cooper,reynoldsbrian@yahoo.com
319,universidad nacional de río cuarto,licenciatura en planificación y diseño del paisaje,2020-01-20,jason rodriguez,male,30,5429,el abanico,trosales@hotmail.com
320,universidad nacional de río cuarto,contador público ,2020-04-20,jason rivera,male,55,2700,barrio trocha,hobbsdavid@yahoo.com
321,universidad nacional de río cuarto,agronomía,2020-10-21,kevin smith,male,48,3378,22 de diciembre,christinawolfe@yahoo.com
322,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2020-12-20,cheryl stokes,female,40,5529,colonia bombal,goodmanmark@gmail.com
323,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2020-10-19,edward wilson,male,9,6465,coraceros,salazaralbert@gmail.com
324,universidad nacional de río cuarto,medicina,2020-11-21,daniel griffin,male,81,5500,cerro aconcagua,walkertiffany@gmail.com
325,universidad nacional de río cuarto,contador público ,2020-11-20,alison kaufman,female,43,3162,aranguren,jade42@yahoo.com
326,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2020-11-21,madison maldonado,female,41,5304,el tala,jasminerodriguez@yahoo.com
327,universidad nacional de río cuarto,diseño industrial,2020-07-21,martha clark,female,64,9039,hito 45,todom@yahoo.com
328,universidad nacional de río cuarto,diseño de imagen y sonido,2020-12-20,patrick phillips,male,93,1808,alejandro petion,donnasimon@gmail.com
329,universidad nacional de río cuarto,bioquímica,2020-12-21,julie meyer,female,12,5589,chapanay,smithandrew@hotmail.com
330,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2020-11-20,emma knapp,female,65,1744,cuartel v,kking@yahoo.com
331,universidad nacional de río cuarto,ingeniería en informática,2020-12-21,joseph jensen,male,25,1919,base aeronaval punta indio,bellronald@hotmail.com
